hour,de_node_1,de_node_2,de_node_3
597,0.00073,0.00053,0.00033
598,0.00037,0.00027,0.00017
599,0.00001,0.00001,0.00000
600,0.00001,0.00000,0.00000
601,0.00001,0.00000,0.00000
602,0.00000,0.00000,0.00000
603,0.00000,0.00000,0.00000
604,0.00000,0.00000,0.00000
605,0.00000,0.00000,0.00000
606,0.01037,0.00746,0.00471
607,0.02075,0.01492,0.00941
608,0.03112,0.02238,0.01412
609,0.10007,0.07195,0.04541
610,0.16901,0.12152,0.07669
611,0.23796,0.17110,0.10797
612,0.25343,0.18223,0.11499
613,0.26891,0.19335,0.12202
614,0.28439,0.20448,0.12904
615,0.21996,0.15815,0.09980
616,0.15553,0.11183,0.07057
617,0.09109,0.06550,0.04133
618,0.06143,0.04417,0.02788
619,0.03177,0.02285,0.01442
620,0.00211,0.00152,0.00096
621,0.00141,0.00102,0.00064
622,0.00071,0.00051,0.00032
623,0.00001,0.00001,0.00000
624,0.00001,0.00001,0.00000
625,0.00001,0.00000,0.00000
626,0.00000,0.00000,0.00000
627,0.00000,0.00000,0.00000
628,0.00000,0.00000,0.00000
629,0.00000,0.00000,0.00000
630,0.01381,0.00993,0.00627
631,0.02762,0.01986,0.01253
632,0.04143,0.02979,0.01880
633,0.10613,0.07631,0.04816
634,0.17083,0.12283,0.07751
635,0.23553,0.16935,0.10687
636,0.24144,0.17360,0.10955
637,0.24734,0.17784,0.11223
638,0.25324,0.18209,0.11491
639,0.19482,0.14008,0.08840
640,0.13640,0.09807,0.06189
641,0.07798,0.05607,0.03538
642,0.05280,0.03796,0.02396
643,0.02762,0.01986,0.01253
644,0.00244,0.00176,0.00111
645,0.00163,0.00117,0.00074
646,0.00081,0.00059,0.00037
647,0.00000,0.00000,0.00000
648,0.00000,0.00000,0.00000
649,0.00000,0.00000,0.00000
650,0.00000,0.00000,0.00000
651,0.00000,0.00000,0.00000
652,0.00000,0.00000,0.00000
653,0.00000,0.00000,0.00000
654,0.00686,0.00493,0.00311
655,0.01371,0.00986,0.00622
656,0.02057,0.01479,0.00933
657,0.06684,0.04806,0.03033
658,0.11310,0.08132,0.05132
659,0.15937,0.11459,0.07231
660,0.17651,0.12691,0.08009
661,0.19364,0.13923,0.08786
662,0.21078,0.15156,0.09564
663,0.16459,0.11834,0.07468
664,0.11840,0.08513,0.05372
665,0.07221,0.05192,0.03277
666,0.04878,0.03507,0.02213
667,0.02535,0.01823,0.01150
668,0.00191,0.00138,0.00087
669,0.00128,0.00092,0.00058
670,0.00064,0.00046,0.00029
671,0.00000,0.00000,0.00000
672,0.00000,0.00000,0.00000
673,0.00000,0.00000,0.00000
674,0.00000,0.00000,0.00000
675,0.00000,0.00000,0.00000
676,0.00000,0.00000,0.00000
677,0.00000,0.00000,0.00000
678,0.00436,0.00313,0.00198
679,0.00871,0.00627,0.00395
680,0.01307,0.00940,0.00593
681,0.03696,0.02658,0.01677
682,0.06085,0.04375,0.02761
683,0.08474,0.06093,0.03845
684,0.08319,0.05981,0.03774
685,0.08163,0.05870,0.03704
686,0.08008,0.05758,0.03633
687,0.06069,0.04364,0.02754
688,0.04130,0.02970,0.01874
689,0.02191,0.01576,0.00994
690,0.01485,0.01067,0.00674
691,0.00778,0.00559,0.00353
692,0.00071,0.00051,0.00032
693,0.00047,0.00034,0.00021
694,0.00024,0.00017,0.00011
695,0.00000,0.00000,0.00000
696,0.00000,0.00000,0.00000
697,0.00000,0.00000,0.00000
698,0.00000,0.00000,0.00000
699,0.00000,0.00000,0.00000
700,0.00000,0.00000,0.00000
701,0.00000,0.00000,0.00000
702,0.00741,0.00533,0.00336
703,0.01482,0.01066,0.00673
704,0.02223,0.01599,0.01009
705,0.08403,0.06042,0.03813
706,0.14583,0.10486,0.06617
707,0.20764,0.14930,0.09421
708,0.22652,0.16287,0.10278
709,0.24540,0.17645,0.11135
710,0.26429,0.19003,0.11992
711,0.20572,0.14792,0.09334
712,0.14715,0.10580,0.06677
713,0.08858,0.06369,0.04019
714,0.05993,0.04309,0.02719
715,0.03129,0.02250,0.01420
716,0.00264,0.00190,0.00120
717,0.00176,0.00127,0.00080
718,0.00088,0.00063,0.00040
719,0.00000,0.00000,0.00000
720,0.00000,0.00000,0.00000
721,0.00000,0.00000,0.00000
722,0.00000,0.00000,0.00000
723,0.00000,0.00000,0.00000
724,0.00000,0.00000,0.00000
725,0.00000,0.00000,0.00000
726,0.01230,0.00885,0.00558
727,0.02461,0.01769,0.01117
728,0.03691,0.02654,0.01675
729,0.10657,0.07663,0.04836
730,0.17623,0.12672,0.07997
731,0.24590,0.17681,0.11157
732,0.25575,0.18389,0.11605
733,0.26561,0.19098,0.12052
734,0.27546,0.19807,0.12499
735,0.21260,0.15286,0.09646
736,0.14973,0.10766,0.06794
737,0.08686,0.06245,0.03941
738,0.05887,0.04233,0.02671
739,0.03088,0.02220,0.01401
740,0.00289,0.00208,0.00131
741,0.00193,0.00139,0.00088
742,0.00096,0.00069,0.00044
743,0.00000,0.00000,0.00000
744,0.00000,0.00000,0.00000
745,0.00000,0.00000,0.00000
746,0.00000,0.00000,0.00000
747,0.00000,0.00000,0.00000
748,0.00000,0.00000,0.00000
749,0.00000,0.00000,0.00000
750,0.01278,0.00919,0.00580
751,0.02555,0.01837,0.01159
752,0.03833,0.02756,0.01739
753,0.10377,0.07461,0.04708
754,0.16921,0.12167,0.07678
755,0.23465,0.16872,0.10647
756,0.24442,0.17574,0.11090
757,0.25419,0.18277,0.11534
758,0.26396,0.18979,0.11977
759,0.20367,0.14644,0.09241
760,0.14338,0.10309,0.06506
761,0.08309,0.05974,0.03770
762,0.05619,0.04040,0.02549
763,0.02929,0.02106,0.01329
764,0.00238,0.00171,0.00108
765,0.00159,0.00114,0.00072
766,0.00079,0.00057,0.00036
767,0.00000,0.00000,0.00000
768,0.00000,0.00000,0.00000
769,0.00000,0.00000,0.00000
770,0.00000,0.00000,0.00000
771,0.00000,0.00000,0.00000
772,0.00000,0.00000,0.00000
773,0.00000,0.00000,0.00000
774,0.01080,0.00777,0.00490
775,0.02161,0.01554,0.00981
776,0.03241,0.02331,0.01471
777,0.09106,0.06547,0.04132
778,0.14970,0.10764,0.06793
779,0.20835,0.14981,0.09454
780,0.20582,0.14799,0.09339
781,0.20330,0.14618,0.09225
782,0.20078,0.14436,0.09110
