hour,de_node
349,0.112590700
350,0.113658500
351,0.086398800
352,0.059139000
353,0.031879200
354,0.021360500
355,0.010841700
356,0.000322900
357,0.000216500
358,0.000110000
359,0.000003520
360,0.000002940
361,0.000002360
362,0.000001780
363,0.000001180
364,0.000000592
365,0.000000000
366,0.005418100
367,0.010836200
368,0.016254300
369,0.050461700
370,0.084669200
371,0.118876600
372,0.122203000
373,0.125529400
374,0.128855900
375,0.098468600
376,0.068081300
377,0.037694000
378,0.025273200
379,0.012852400
380,0.000431700
381,0.000289500
382,0.000147300
383,0.000005120
384,0.000004270
385,0.000003430
386,0.000002580
387,0.000001720
388,0.000000861
389,0.000000000
390,0.001291000
391,0.002582000
392,0.003873000
393,0.010262400
394,0.016651800
395,0.023041200
396,0.022711900
397,0.022382600
398,0.022053200
399,0.016679400
400,0.011305700
401,0.005931900
402,0.003983700
403,0.002035500
404,0.000087400
405,0.000059800
406,0.000032300
407,0.000004800
408,0.000004010
409,0.000003210
410,0.000002420
411,0.000001610
412,0.000000807
413,0.000000000
414,0.002122500
415,0.004245000
416,0.006367500
417,0.023332900
418,0.040298200
419,0.057263600
420,0.063484200
421,0.069704800
422,0.075925400
423,0.059025800
424,0.042126200
425,0.025226600
426,0.016933700
427,0.008640800
428,0.000347900
429,0.000232800
430,0.000117700
431,0.000002580
432,0.000001720
433,0.000000861
434,0.000000000
435,0.000000000
436,0.000000000
437,0.000000000
438,0.002737500
439,0.005475000
440,0.008212500
441,0.024279500
442,0.040346400
443,0.056413400
444,0.059490200
445,0.062567100
446,0.065644000
447,0.050621000
448,0.035597900
449,0.020574900
450,0.013844600
451,0.007114400
452,0.000384100
453,0.000257500
454,0.000130800
455,0.000004160
456,0.000003470
457,0.000002780
458,0.000002100
459,0.000001400
460,0.000000699
461,0.000000000
462,0.003986500
463,0.007972900
464,0.011959400
465,0.036782400
466,0.061605500
467,0.086428500
468,0.092268300
469,0.098108100
470,0.103947800
471,0.080361500
472,0.056775200
473,0.033188800
474,0.022329300
475,0.011469700
476,0.000610200
477,0.000407300
478,0.000204500
479,0.000001600
480,0.000001340
481,0.000001070
482,0.000000807
483,0.000000538
484,0.000000269
485,0.000000000
486,0.003730300
487,0.007460600
488,0.011191000
489,0.036137300
490,0.061083600
491,0.086030000
492,0.088570800
493,0.091111600
494,0.093652500
495,0.071630900
496,0.049609300
497,0.027587700
498,0.018526200
499,0.009464800
500,0.000403300
501,0.000268900
502,0.000134400
503,0.000000000
504,0.000000000
505,0.000000000
506,0.000000000
507,0.000000000
508,0.000000000
509,0.000000000
510,0.004852800
511,0.009705600
512,0.014558500
513,0.048256300
514,0.081954200
515,0.115652000
516,0.120924500
517,0.126197000
518,0.131469500
519,0.101064700
520,0.070660000
521,0.040255300
522,0.027088400
523,0.013921400
524,0.000754500
525,0.000503000
526,0.000251500
527,0.000000000
528,0.000000000
529,0.000000000
530,0.000000000
531,0.000000000
532,0.000000000
533,0.000000000
534,0.006872600
535,0.013745200
536,0.020617700
537,0.057851100
538,0.095084400
539,0.132317800
540,0.138149700
541,0.143981700
542,0.149813600
543,0.115384000
544,0.080954400
545,0.046524800
546,0.031348500
547,0.016172300
548,0.000996000
549,0.000665200
550,0.000334300
551,0.000003520
552,0.000002940
553,0.000002360
554,0.000001780
555,0.000001180
556,0.000000592
557,0.000000000
558,0.003719600
559,0.007439200
560,0.011158800
561,0.031905000
562,0.052651200
563,0.073397500
564,0.073981000
565,0.074564500
566,0.075148000
567,0.057291900
568,0.039435900
569,0.021579800
570,0.014540500
571,0.007501300
572,0.000462100
573,0.000309700
574,0.000157200
575,0.000004800
576,0.000004010
577,0.000003210
578,0.000002420
579,0.000001610
580,0.000000807
581,0.000000000
582,0.003167900
583,0.006335800
584,0.009503700
585,0.030593200
586,0.051682700
587,0.072772200
588,0.080365900
589,0.087959500
590,0.095553200
591,0.074335600
592,0.053118000
593,0.031900400
594,0.021434400
595,0.010968400
596,0.000502300
597,0.000336100
598,0.000169800
599,0.000003520
600,0.000002940
601,0.000002360
602,0.000001780
603,0.000001180
604,0.000000592
605,0.000000000
606,0.004750100
607,0.009500200
608,0.014250400
609,0.045817600
610,0.077384800
611,0.108952100
612,0.116038600
613,0.123125100
614,0.130211500
615,0.100710700
616,0.071209800
617,0.041708900
618,0.028128500
619,0.014548100
620,0.000967700
621,0.000646600
622,0.000325500
623,0.000004480
624,0.000003740
625,0.000003000
626,0.000002260
627,0.000001510
628,0.000000753
629,0.000000000
630,0.006323800
631,0.012647600
632,0.018971500
633,0.048595100
634,0.078218800
635,0.107842500
636,0.110545700
637,0.113248800
638,0.115952000
639,0.089202100
640,0.062452200
641,0.035702300
642,0.024174300
643,0.012646300
644,0.001118300
645,0.000745600
646,0.000372800
647,0.000000000
648,0.000000000
649,0.000000000
650,0.000000000
651,0.000000000
652,0.000000000
653,0.000000000
654,0.003139300
655,0.006278500
656,0.009417800
657,0.030601900
658,0.051786100
659,0.072970200
660,0.080816400
661,0.088662600
662,0.096508800
663,0.075360300
664,0.054211800
665,0.033063300
666,0.022334500
667,0.011605600
668,0.000876800
669,0.000584500
670,0.000292300
671,0.000000000
672,0.000000000
673,0.000000000
674,0.000000000
675,0.000000000
676,0.000000000
677,0.000000000
678,0.001995000
679,0.003990000
680,0.005985000
681,0.016923200
682,0.027861300
683,0.038799500
684,0.038087900
685,0.037376400
686,0.036664800
687,0.027787700
688,0.018910600
689,0.010033500
690,0.006797100
691,0.003560700
692,0.000324300
693,0.000216200
694,0.000108100
695,0.000000000
696,0.000000000
697,0.000000000
698,0.000000000
699,0.000000000
700,0.000000000
701,0.000000000
702,0.003393300
703,0.006786600
704,0.010180000
705,0.038476400
706,0.066772900
707,0.095069300
708,0.103715900
709,0.112362400
710,0.121009000
711,0.094191800
712,0.067374700
713,0.040557500
714,0.027441700
715,0.014325900
716,0.001210100
717,0.000806700
718,0.000403400
719,0.000000000
720,0.000000000
721,0.000000000
722,0.000000000
723,0.000000000
724,0.000000000
725,0.000000000
726,0.005633700
727,0.011267400
728,0.016901000
729,0.048796600
730,0.080692100
731,0.112587600
732,0.117100500
733,0.121613300
734,0.126126200
735,0.097340900
736,0.068555600
737,0.039770300
738,0.026955100
739,0.014139800
740,0.001324500
741,0.000883000
742,0.000441500
743,0.000000000
744,0.000000000
745,0.000000000
746,0.000000000
747,0.000000000
748,0.000000000
749,0.000000000
750,0.005849700
751,0.011699300
752,0.017549000
753,0.047512300
754,0.077475600
755,0.107438900
756,0.111911700
757,0.116384500
758,0.120857300
759,0.093252700
760,0.065648100
761,0.038043500
762,0.025726100
763,0.013408700
764,0.001091300
765,0.000727500
766,0.000363800
767,0.000000000
768,0.000000000
769,0.000000000
770,0.000000000
771,0.000000000
772,0.000000000
773,0.000000000
774,0.004947200
775,0.009894300
776,0.014841500
777,0.041693100
778,0.068544700
779,0.095396300
780,0.094240400
781,0.093084400
782,0.091928400
783,0.069717600
784,0.047506800
785,0.025296000
786,0.017081400
787,0.008866700
788,0.000652100
789,0.000434800
790,0.000217400
791,0.000000000
792,0.000000000
793,0.000000000
794,0.000000000
795,0.000000000
796,0.000000000
797,0.000000000
798,0.004971800
799,0.009943600
800,0.014915400
801,0.040863000
802,0.066810700
803,0.092758300
804,0.095837500
805,0.098916700
806,0.101995800
807,0.078766900
808,0.055537900
809,0.032309000
810,0.021967400
811,0.011625900
812,0.001284400
813,0.000856200
814,0.000428100
815,0.000000000
816,0.000000000
817,0.000000000
818,0.000000000
819,0.000000000
820,0.000000000
821,0.000000000
822,0.005632300
823,0.011264700
824,0.016897000
825,0.043978600
826,0.071060200
827,0.098141800
828,0.108777400
829,0.119413100
830,0.130048800
831,0.102429700
832,0.074810600
833,0.047191500
834,0.032199500
835,0.017207500
836,0.002215500
837,0.001478400
838,0.000741300
839,0.000004160
840,0.000003470
841,0.000002780
842,0.000002100
843,0.000001400
844,0.000000699
845,0.000000000
846,0.006450700
847,0.012901500
848,0.019352200
849,0.046102500
850,0.072852900
851,0.099603200
852,0.103448200
853,0.107293200
854,0.111138200
855,0.085926100
856,0.060714000
857,0.035501800
858,0.024054500
859,0.012607100
860,0.001159800
861,0.000773200
862,0.000386600
863,0.000000000
864,0.000000000
865,0.000000000
866,0.000000000
867,0.000000000
868,0.000000000
869,0.000000000
870,0.003972200
871,0.007944500
872,0.011916700
873,0.033411200
874,0.054905800
875,0.076400300
876,0.080270500
877,0.084140800
878,0.088011000
879,0.068247700
880,0.048484300
881,0.028721000
882,0.019523200
883,0.010325300
884,0.001127500
885,0.000753200
886,0.000379000
887,0.000004800
888,0.000004010
889,0.000003210
890,0.000002420
891,0.000001610
892,0.000000807
893,0.000000000
894,0.007045900
895,0.014091800
896,0.021137700
897,0.059536600
898,0.097935500
899,0.136334400
900,0.148941500
901,0.161548500
902,0.174155600
903,0.137012000
904,0.099868500
905,0.062725000
906,0.042968500
907,0.023212000
908,0.003455500
909,0.002303700
910,0.001151800
911,0.000000000
912,0.000000000
913,0.000000000
914,0.000000000
915,0.000000000
916,0.000000000
917,0.000000000
918,0.011005600
919,0.022011300
920,0.033016900
921,0.080187100
922,0.127357200
923,0.174527400
924,0.186366200
925,0.198205100
926,0.210044000
927,0.164982000
928,0.119920100
929,0.074858100
930,0.051431100
931,0.028004000
932,0.004577000
933,0.003053000
934,0.001529100
935,0.000005120
936,0.000004270
937,0.000003430
938,0.000002580
939,0.000001720
940,0.000000861
941,0.000000000
942,0.013042000
943,0.026084000
944,0.039126000
945,0.087829500
946,0.136533000
947,0.185236500
948,0.191571400
949,0.197906400
950,0.204241300
951,0.158646400
952,0.113051400
953,0.067456500
954,0.046070700
955,0.024684900
956,0.003299100
957,0.002201800
958,0.001104400
959,0.000007040
960,0.000005870
961,0.000004710
962,0.000003550
963,0.000002370
964,0.000001180
965,0.000000000
966,0.005006800
967,0.010013600
968,0.015020400
969,0.043108800
970,0.071197200
971,0.099285600
972,0.106137000
973,0.112988500
974,0.119839900
975,0.093604500
976,0.067369200
977,0.041133800
978,0.028097900
979,0.015062000
980,0.002026200
981,0.001352300
982,0.000678400
983,0.000004480
984,0.000003740
985,0.000003000
986,0.000002260
987,0.000001510
988,0.000000753
989,0.000000000
990,0.003442700
991,0.006885500
992,0.010328200
993,0.031705100
994,0.053081900
995,0.074458800
996,0.082188800
997,0.089918900
998,0.097648900
999,0.076658100
1000,0.055667300
1001,0.034676500
1002,0.023628500
1003,0.012580500
1004,0.001532600
1005,0.001021700
1006,0.000510900
1007,0.000000000
1008,0.000000000
1009,0.000000000
1010,0.000000000
1011,0.000000000
1012,0.000000000
1013,0.000000000
1014,0.004797500
1015,0.009594900
1016,0.014392400
1017,0.039114000
1018,0.063835500
1019,0.088557100
1020,0.097209300
1021,0.105861500
1022,0.114513700
1023,0.090295600
1024,0.066077400
1025,0.041859300
1026,0.028709800
1027,0.015560400
1028,0.002410900
1029,0.001607300
1030,0.000803600
1031,0.000000000
1032,0.000000000
1033,0.000000000
1034,0.000000000
1035,0.000000000
1036,0.000000000
1037,0.000000000
1038,0.006494900
1039,0.012989900
1040,0.019484800
1041,0.051491800
1042,0.083498800
1043,0.115505800
1044,0.128628400
1045,0.141750900
1046,0.154873500
1047,0.122834600
1048,0.090795600
1049,0.058756700
1050,0.040435700
1051,0.022114700
1052,0.003793800
1053,0.002529200
1054,0.001264600
1055,0.000000000
1056,0.000000000
1057,0.000000000
1058,0.000000000
1059,0.000000000
1060,0.000000000
1061,0.000000000
1062,0.010121200
1063,0.020242400
1064,0.030363600
1065,0.071936400
1066,0.113509300
1067,0.155082100
1068,0.166776200
1069,0.178470400
1070,0.190164500
1071,0.149726700
1072,0.109288900
1073,0.068851100
1074,0.047327800
1075,0.025804500
1076,0.004281200
1077,0.002854100
1078,0.001427100
1079,0.000000000
1080,0.000000000
1081,0.000000000
1082,0.000000000
1083,0.000000000
1084,0.000000000
1085,0.000000000
1086,0.014065700
1087,0.028131300
1088,0.042197000
1089,0.095163500
1090,0.148130000
1091,0.201096500
1092,0.208906900
1093,0.216717300
1094,0.224527700
1095,0.175726500
1096,0.126925400
1097,0.078124300
1098,0.053868000
1099,0.029611700
1100,0.005355300
1101,0.003571300
1102,0.001787200
1103,0.000003200
1104,0.000002670
1105,0.000002140
1106,0.000001610
1107,0.000001080
1108,0.000000538
1109,0.000000000
1110,0.018276500
1111,0.036553100
1112,0.054829600
1113,0.114494100
1114,0.174158700
1115,0.233823200
1116,0.243852600
1117,0.253882100
1118,0.263911500
1119,0.207941600
1120,0.151971800
1121,0.096001900
1122,0.066579500
1123,0.037157000
1124,0.007734600
1125,0.005159000
1126,0.002583500
1127,0.000008000
1128,0.000006680
1129,0.000005360
1130,0.000004030
1131,0.000002690
1132,0.000001340
1133,0.000000000
1134,0.015967600
1135,0.031935200
1136,0.047902800
1137,0.100043800
1138,0.152184800
1139,0.204325700
1140,0.211459200
1141,0.218592700
1142,0.225726200
1143,0.176017300
1144,0.126308400
1145,0.076599500
1146,0.052508400
1147,0.028417200
1148,0.004326000
1149,0.002884000
1150,0.001442000
1151,0.000000000
1152,0.000000000
1153,0.000000000
1154,0.000000000
1155,0.000000000
1156,0.000000000
1157,0.000000000
1158,0.004876300
1159,0.009752600
1160,0.014629000
1161,0.033680600
1162,0.052732100
1163,0.071783700
1164,0.084867000
1165,0.097950200
1166,0.111033400
1167,0.090480100
1168,0.069926800
1169,0.049373400
1170,0.034555100
1171,0.019736800
1172,0.004918500
1173,0.003279000
1174,0.001639500
1175,0.000000000
1176,0.000000000
1177,0.000000000
1178,0.000000000
1179,0.000000000
1180,0.000000000
1181,0.000000000
1182,0.009518200
1183,0.019036400
1184,0.028554700
1185,0.056754100
1186,0.084953500
1187,0.113153000
1188,0.115818200
1189,0.118483500
1190,0.121148700
1191,0.094278400
1192,0.067408000
1193,0.040537600
1194,0.027790500
1195,0.015043300
1196,0.002296200
1197,0.001530800
1198,0.000765400
1199,0.000000000
1200,0.000000000
1201,0.000000000
1202,0.000000000
1203,0.000000000
1204,0.000000000
1205,0.000000000
1206,0.015319000
1207,0.030637900
1208,0.045956900
1209,0.095076400
1210,0.144195900
1211,0.193315400
1212,0.203679200
1213,0.214043000
1214,0.224406700
1215,0.177339100
1216,0.130271500
1217,0.083203800
1218,0.057704600
1219,0.032205300
1220,0.006706000
1221,0.004470700
1222,0.002235300
1223,0.000000000
1224,0.000000000
1225,0.000000000
1226,0.000000000
1227,0.000000000
1228,0.000000000
1229,0.000000000
1230,0.012959500
1231,0.025919000
1232,0.038878500
1233,0.084275600
1234,0.129672600
1235,0.175069700
1236,0.188846100
1237,0.202622600
1238,0.216399000
1239,0.172511500
1240,0.128624000
1241,0.084736500
1242,0.059035300
1243,0.033334200
1244,0.007633100
1245,0.005088700
1246,0.002544400
1247,0.000000000
1248,0.000000000
1249,0.000000000
1250,0.000000000
1251,0.000000000
1252,0.000000000
1253,0.000000000
1254,0.006978900
1255,0.013957700
1256,0.020936600
1257,0.049649300
1258,0.078362000
1259,0.107074700
1260,0.123231100
1261,0.139387500
1262,0.155544000
1263,0.125508500
1264,0.095473100
1265,0.065437700
1266,0.045564100
1267,0.025690600
1268,0.005817000
1269,0.003878000
1270,0.001939000
1271,0.000000000
1272,0.000000000
1273,0.000000000
1274,0.000000000
1275,0.000000000
1276,0.000000000
1277,0.000000000
1278,0.006177700
1279,0.012355400
1280,0.018533200
1281,0.048829000
1282,0.079124900
1283,0.109420700
1284,0.117832100
1285,0.126243400
1286,0.134654800
1287,0.106429500
1288,0.078204100
1289,0.049978700
1290,0.034583000
1291,0.019187300
1292,0.003791600
1293,0.002527700
1294,0.001263900
1295,0.000000000
1296,0.000000000
1297,0.000000000
1298,0.000000000
1299,0.000000000
1300,0.000000000
1301,0.000000000
1302,0.010207400
1303,0.020414800
1304,0.030622100
1305,0.065065500
1306,0.099508900
1307,0.133952200
1308,0.146386600
1309,0.158820900
1310,0.171255300
1311,0.137018600
1312,0.102781800
1313,0.068545100
1314,0.047766600
1315,0.026988100
1316,0.006209600
1317,0.004139800
1318,0.002069900
1319,0.000000000
1320,0.000000000
1321,0.000000000
1322,0.000000000
1323,0.000000000
1324,0.000000000
1325,0.000000000
1326,0.017205700
1327,0.034411400
1328,0.051617100
1329,0.099778700
1330,0.147940300
1331,0.196101900
1332,0.203836200
1333,0.211570500
1334,0.219304900
1335,0.173015900
1336,0.126727000
1337,0.080438000
1338,0.055825500
1339,0.031212900
1340,0.006600300
1341,0.004400200
1342,0.002200100
1343,0.000000000
1344,0.000000000
1345,0.000000000
1346,0.000000000
1347,0.000000000
1348,0.000000000
1349,0.000000000
1350,0.008401900
1351,0.016803900
1352,0.025205800
1353,0.057035800
1354,0.088865700
1355,0.120695700
1356,0.129227000
1357,0.137758300
1358,0.146289600
1359,0.115666000
1360,0.085042400
1361,0.054418800
1362,0.037641100
1363,0.020863500
1364,0.004085900
1365,0.002723900
1366,0.001362000
1367,0.000000000
1368,0.000000000
1369,0.000000000
1370,0.000000000
1371,0.000000000
1372,0.000000000
1373,0.000000000
1374,0.019599900
1375,0.039199700
1376,0.058799600
1377,0.114272600
1378,0.169745500
1379,0.225218500
1380,0.235474800
1381,0.245731100
1382,0.255987400
1383,0.203444800
1384,0.150902200
1385,0.098359500
1386,0.068765900
1387,0.039172300
1388,0.009578700
1389,0.006385800
1390,0.003192900
1391,0.000000000
1392,0.000000000
1393,0.000000000
1394,0.000000000
1395,0.000000000
1396,0.000000000
1397,0.000000000
1398,0.007079100
1399,0.014158200
1400,0.021237300
1401,0.051386000
1402,0.081534600
1403,0.111683300
1404,0.129724200
1405,0.147765000
1406,0.165805900
1407,0.134409600
1408,0.103013400
1409,0.071617100
1410,0.050043100
1411,0.028469000
1412,0.006895000
1413,0.004596700
1414,0.002298300
1415,0.000000000
1416,0.000000000
1417,0.000000000
1418,0.000000000
1419,0.000000000
1420,0.000000000
1421,0.000000000
1422,0.014000000
1423,0.027999900
1424,0.041999900
1425,0.091141000
1426,0.140282000
1427,0.189423100
1428,0.207945200
1429,0.226467300
1430,0.244989400
1431,0.197530800
1432,0.150072200
1433,0.102613600
1434,0.072081100
1435,0.041548600
1436,0.011016100
1437,0.007344100
1438,0.003672000
1439,0.000000000
1440,0.000000000
1441,0.000000000
1442,0.000000000
1443,0.000000000
1444,0.000000000
1445,0.000000000
1446,0.020300400
1447,0.040600900
1448,0.060901300
1449,0.115420700
1450,0.169940000
1451,0.224459300
1452,0.227002900
1453,0.229546500
1454,0.232090100
1455,0.183028400
1456,0.133966700
1457,0.084905000
1458,0.059483200
1459,0.034061400
1460,0.008639600
1461,0.005759700
1462,0.002879900
1463,0.000000000
1464,0.000000000
1465,0.000000000
1466,0.000000000
1467,0.000000000
1468,0.000000000
1469,0.000000000
1470,0.026809900
1471,0.053619700
1472,0.080429600
1473,0.141630900
1474,0.202832100
1475,0.264033400
1476,0.276323200
1477,0.288613000
1478,0.300902800
1479,0.240473900
1480,0.180044900
1481,0.119616000
1482,0.083895200
1483,0.048174400
1484,0.012453600
1485,0.008302400
1486,0.004151200
1487,0.000000000
1488,0.000000000
1489,0.000000000
1490,0.000000000
1491,0.000000000
1492,0.000000000
1493,0.000000000
1494,0.022455600
1495,0.044911200
1496,0.067366800
1497,0.123452400
1498,0.179538100
1499,0.235623800
1500,0.251057600
1501,0.266491300
1502,0.281925100
1503,0.226888900
1504,0.171852700
1505,0.116816500
1506,0.082234300
1507,0.047652000
1508,0.013069800
1509,0.008713200
1510,0.004356600
1511,0.000000000
1512,0.000000000
1513,0.000000000
1514,0.000000000
1515,0.000000107
1516,0.000000213
1517,0.000000320
1518,0.028295300
1519,0.056590300
1520,0.084885300
1521,0.151767500
1522,0.218649800
1523,0.285532100
1524,0.291014000
1525,0.296495900
1526,0.301977900
1527,0.239124300
1528,0.176270700
1529,0.113417100
1530,0.079452900
1531,0.045488700
1532,0.011524500
1533,0.007683000
1534,0.003841500
1535,0.000000000
1536,0.000000000
1537,0.000000000
1538,0.000000000
1539,0.000000384
1540,0.000000768
1541,0.000001150
1542,0.014158600
1543,0.028316100
1544,0.042473500
1545,0.091993700
1546,0.141513800
1547,0.191034000
1548,0.210493600
1549,0.229953200
1550,0.249412800
1551,0.201554300
1552,0.153695900
1553,0.105837400
1554,0.074455900
1555,0.043074400
1556,0.011692900
1557,0.007795300
1558,0.003897600
1559,0.000000000
1560,0.000000000
1561,0.000000000
1562,0.000000000
1563,0.000004650
1564,0.000009300
1565,0.000013900
1566,0.032963500
1567,0.065913100
1568,0.098862700
1569,0.172687900
1570,0.246513000
1571,0.320338200
1572,0.331157500
1573,0.341976800
1574,0.352796100
1575,0.282562100
1576,0.212328100
1577,0.142094100
1578,0.100270100
1579,0.058446100
1580,0.016622100
1581,0.011081400
1582,0.005540700
1583,0.000000000
1584,0.000000000
1585,0.000000000
1586,0.000000000
1587,0.000007780
1588,0.000015600
1589,0.000023400
1590,0.027959900
1591,0.055896400
1592,0.083832900
1593,0.151510000
1594,0.219187100
1595,0.286864300
1596,0.302655300
1597,0.318446400
1598,0.334237400
1599,0.269954200
1600,0.205670900
1601,0.141387600
1602,0.100146700
1603,0.058905800
1604,0.017664900
1605,0.011776600
1606,0.005888300
1607,0.000000000
1608,0.000000000
1609,0.000000000
1610,0.000000000
1611,0.000018600
1612,0.000037100
1613,0.000055700
1614,0.034231900
1615,0.068408100
1616,0.102584300
1617,0.176117200
1618,0.249650100
1619,0.323182900
1620,0.336896700
1621,0.350610400
1622,0.364324200
1623,0.293145700
1624,0.221967400
1625,0.150788900
1626,0.106592700
1627,0.062396400
1628,0.018200100
1629,0.012133400
1630,0.006066700
1631,0.000000000
1632,0.000000000
1633,0.000000000
1634,0.000000000
1635,0.000030200
1636,0.000060400
1637,0.000090700
1638,0.030321200
1639,0.060551800
1640,0.090782300
1641,0.157178000
1642,0.223573700
1643,0.289969400
1644,0.301032500
1645,0.312095700
1646,0.323158800
1647,0.258702800
1648,0.194246800
1649,0.129790900
1650,0.091388900
1651,0.052986900
1652,0.014584900
1653,0.009723300
1654,0.004861600
1655,0.000000000
1656,0.000000000
1657,0.000000000
1658,0.000000000
1659,0.000036200
1660,0.000072500
1661,0.000108700
1662,0.022924000
1663,0.045739200
1664,0.068554500
1665,0.121664500
