hour,de_demand
1873,46164000000
1874,44570000000
1875,43785000000
1876,44665000000
1877,45271000000
1878,45417000000
1879,45117000000
1880,46984000000
1881,50143000000
1882,52385000000
1883,53329000000
1884,53565000000
1885,52422000000
1886,50721000000
1887,49232000000
1888,49348000000
1889,49385000000
1890,51196000000
1891,53687000000
1892,55031000000
1893,51868000000
1894,49414000000
1895,48511000000
1896,45424000000
1897,42547000000
1898,39952000000
1899,38207000000
1900,38532000000
1901,40011000000
1902,40034000000
1903,38845000000
1904,39228000000
1905,42020000000
1906,44230000000
1907,46347000000
1908,48483000000
1909,48346000000
1910,46269000000
1911,44407000000
1912,43463000000
1913,43539000000
1914,45946000000
1915,50084000000
1916,53204000000
1917,51025000000
1918,49334000000
1919,49153000000
1920,45590000000
1921,43193000000
1922,42481000000
1923,42913000000
1924,43528000000
1925,45990000000
1926,49391000000
1927,55444000000
1928,61170000000
1929,64141000000
1930,64273000000
1931,64765000000
1932,65844000000
1933,65031000000
1934,64505000000
1935,63363000000
1936,59015000000
1937,61640000000
1938,62203000000
1939,64967000000
1940,68566000000
1941,65146000000
1942,61047000000
1943,57550000000
1944,52614000000
1945,49835000000
1946,48299000000
1947,47584000000
1948,47824000000
1949,48971000000
1950,51066000000
1951,56136000000
1952,61028000000
1953,63044000000
1954,62040000000
1955,60901000000
1956,60863000000
1957,60271000000
1958,59810000000
1959,59274000000
1960,58787000000
1961,58327000000
1962,60000000000
1963,63361000000
1964,67832000000
1965,64974000000
1966,61320000000
1967,57929000000
1968,53228000000
1969,49985000000
1970,48085000000
1971,47827000000
1972,48363000000
1973,49591000000
1974,51498000000
1975,55922000000
1976,59995000000
1977,61988000000
1978,62016000000
1979,61637000000
1980,61983000000
1981,60990000000
1982,60414000000
1983,59394000000
1984,58640000000
1985,58240000000
1986,59265000000
1987,61818000000
1988,65433000000
1989,62182000000
1990,58086000000
1991,54349000000
1992,49839000000
1993,46634000000
1994,46269000000
1995,45577000000
1996,46124000000
1997,47581000000
1998,49847000000
1999,54830000000
2000,59449000000
2001,61834000000
2002,61857000000
2003,62279000000
2004,63085000000
2005,62094000000
2006,61394000000
2007,61113000000
2008,60528000000
2009,59927000000
2010,60980000000
2011,63249000000
2012,66372000000
2013,62805000000
2014,58360000000
2015,54508000000
2016,49582000000
2017,46963000000
2018,45576000000
2019,44837000000
2020,45475000000
2021,47018000000
2022,49445000000
2023,54138000000
2024,59271000000
2025,62088000000
2026,62272000000
2027,62651000000
2028,63309000000
2029,63345000000
2030,62190000000
2031,61014000000
2032,60811000000
2033,60058000000
2034,60304000000
2035,61503000000
2036,62473000000
2037,58688000000
2038,54829000000
2039,52014000000
2040,47998000000
2041,44781000000
2042,42719000000
2043,42420000000
2044,43182000000
2045,44317000000
2046,44212000000
2047,43930000000
2048,45196000000
2049,47782000000
2050,49472000000
2051,50168000000
2052,51045000000
2053,50277000000
2054,49232000000
2055,48033000000
2056,47398000000
2057,47461000000
2058,49406000000
2059,52144000000
2060,54783000000
2061,51681000000
2062,48754000000
2063,47341000000
2064,43811000000
2065,40690000000
2066,38647000000
2067,38647000000
2068,38725000000
2069,39609000000
2070,39654000000
2071,38867000000
2072,38492000000
2073,40145000000
2074,42430000000
2075,44375000000
2076,46739000000
2077,47128000000
2078,45279000000
2079,43634000000
2080,42949000000
2081,42864000000
2082,43931000000
2083,46538000000
2084,48521000000
2085,50612000000
2086,49298000000
2087,48667000000
2088,48667000000
2089,42311000000
2090,41091000000
2091,41286000000
2092,41866000000
2093,43484000000
2094,45759000000
2095,52172000000
2096,58258000000
2097,62080000000
2098,63528000000
2099,64638000000
2100,65230000000
2101,64209000000
2102,63158000000
2103,61394000000
2104,59926000000
2105,58312000000
2106,58320000000
2107,59328000000
2108,60821000000
2109,63091000000
2110,60427000000
2111,56972000000
2112,52028000000
2113,48521000000
2114,46665000000
2115,45824000000
2116,46202000000
2117,47682000000
2118,49703000000
2119,54348000000
2120,59144000000
2121,61342000000
2122,61419000000
2123,61384000000
2124,61437000000
2125,60195000000
2126,59387000000
2127,58601000000
2128,58131000000
2129,57184000000
2130,57423000000
2131,58357000000
2132,59042000000
2133,59881000000
2134,56923000000
2135,53924000000
2136,49783000000
2137,46675000000
2138,45170000000
2139,44698000000
2140,45228000000
2141,46614000000
2142,48339000000
2143,53287000000
2144,58324000000
2145,61199000000
2146,61457000000
2147,61301000000
2148,61993000000
2149,61300000000
2150,60688000000
2151,60105000000
2152,58763000000
2153,58187000000
2154,58353000000
2155,59958000000
2156,61046000000
2157,61947000000
2158,58556000000
2159,55184000000
2160,50758000000
2161,50374000000
2162,49041000000
2163,48264000000
2164,48737000000
2165,50209000000
2166,52103000000
2167,57096000000
2168,61526000000
2169,63746000000
2170,65303000000
2171,66967000000
2172,67615000000
2173,66428000000
2174,65242000000
2175,64645000000
2176,63376000000
2177,61857000000
2178,60279000000
2179,60382000000
2180,60250000000
2181,60561000000
2182,57445000000
2183,54932000000
2184,50772000000
2185,47281000000
2186,45830000000
2187,45527000000
2188,45422000000
2189,45114000000
2190,43984000000
2191,41200000000
2192,40523000000
2193,42139000000
2194,43616000000
2195,44600000000
2196,46340000000
2197,45982000000
2198,44108000000
2199,41695000000
2200,41175000000
2201,41117000000
2202,43015000000
2203,45564000000
2204,47377000000
2205,49963000000
2206,48782000000
2207,48016000000
2208,44625000000
2209,42124000000
2210,40757000000
2211,40431000000
2212,40242000000
2213,41175000000
2214,41833000000
2215,41663000000
2216,42931000000
2217,45888000000
2218,47781000000
2219,48307000000
2220,48880000000
2221,48326000000
2222,47174000000
2223,46723000000
2224,46672000000
2225,46915000000
2226,47849000000
2227,49286000000
2228,50084000000
2229,50849000000
2230,49500000000
2231,48492000000
2232,44808000000
2233,41160000000
2234,38752000000
2235,38079000000
2236,38285000000
2237,38651000000
2238,38575000000
2239,38021000000
2240,38093000000
2241,40906000000
2242,42908000000
2243,44426000000
2244,46126000000
2245,44634000000
2246,42304000000
2247,41227000000
2248,40486000000
2249,40253000000
2250,41696000000
2251,43938000000
2252,45106000000
2253,46466000000
2254,46228000000
2255,45890000000
2256,42619000000
2257,39942000000
2258,38930000000
2259,38497000000
2260,38191000000
2261,38950000000
2262,38926000000
2263,38278000000
2264,38846000000
2265,41043000000
2266,43623000000
2267,45162000000
2268,46292000000
2269,45657000000
2270,44042000000
2271,42317000000
2272,41262000000
2273,40799000000
2274,42401000000
2275,44576000000
2276,46044000000
2277,48549000000
2278,48422000000
2279,47994000000
2280,44580000000
2281,41787000000
2282,41101000000
2283,41585000000
2284,42118000000
2285,43840000000
2286,46694000000
2287,53074000000
2288,58329000000
2289,61066000000
2290,61027000000
2291,60962000000
2292,61249000000
2293,59886000000
2294,58749000000
2295,57422000000
2296,56460000000
2297,55320000000
2298,56051000000
2299,57652000000
2300,58944000000
2301,60771000000
2302,59145000000
2303,56144000000
2304,51733000000
2305,48581000000
2306,47254000000
2307,46153000000
2308,46252000000
2309,47393000000
2310,49220000000
2311,55448000000
2312,59975000000
2313,61893000000
2314,61559000000
2315,61104000000
2316,61327000000
2317,60364000000
2318,59113000000
2319,57844000000
2320,57583000000
2321,57281000000
2322,57614000000
2323,58702000000
2324,60157000000
2325,62315000000
2326,60031000000
2327,55917000000
2328,51061000000
2329,47009000000
2330,46344000000
2331,45898000000
2332,46174000000
2333,47478000000
2334,49996000000
2335,55686000000
2336,60084000000
2337,62344000000
2338,62508000000
2339,63403000000
2340,63772000000
2341,62734000000
2342,61844000000
2343,60654000000
2344,60181000000
2345,59350000000
2346,59375000000
2347,60540000000
2348,61558000000
2349,62436000000
2350,60270000000
2351,56923000000
2352,52143000000
2353,48805000000
2354,47004000000
2355,47168000000
2356,47480000000
2357,48755000000
2358,50650000000
2359,55712000000
2360,60940000000
2361,63342000000
2362,63699000000
2363,64238000000
2364,64615000000
2365,63203000000
2366,61453000000
2367,60080000000
2368,59192000000
2369,58531000000
2370,58804000000
2371,59345000000
2372,59684000000
2373,59660000000
2374,58043000000
2375,55156000000
2376,50862000000
2377,47032000000
2378,45363000000
2379,44284000000
2380,44980000000
2381,45727000000
2382,45524000000
2383,44581000000
2384,46055000000
2385,49562000000
2386,52002000000
2387,52625000000
2388,53417000000
2389,52016000000
2390,50381000000
2391,49354000000
2392,49101000000
2393,48724000000
2394,50101000000
2395,51324000000
2396,51810000000
2397,51605000000
2398,50346000000
2399,49216000000
2400,45617000000
2401,42750000000
2402,41120000000
2403,40738000000
2404,41402000000
2405,42194000000
2406,42018000000
2407,40856000000
2408,40764000000
2409,42690000000
2410,44880000000
2411,47281000000
2412,49669000000
2413,48811000000
2414,46695000000
2415,45036000000
2416,44210000000
2417,43890000000
2418,45559000000
2419,47733000000
2420,49070000000
2421,50879000000
2422,51158000000
2423,50979000000
2424,47566000000
2425,45253000000
2426,44325000000
2427,43929000000
2428,44859000000
2429,46613000000
2430,49443000000
2431,56843000000
2432,62507000000
2433,65036000000
2434,65552000000
2435,66529000000
2436,67202000000
2437,65970000000
2438,64903000000
2439,63799000000
2440,63396000000
2441,62159000000
2442,61886000000
2443,61790000000
2444,61940000000
2445,62690000000
2446,61235000000
2447,57972000000
2448,53014000000
2449,49493000000
2450,47042000000
2451,46449000000
2452,47193000000
2453,48732000000
2454,51502000000
2455,57899000000
2456,63030000000
2457,64844000000
2458,64814000000
2459,65016000000
2460,65593000000
2461,65294000000
2462,64687000000
2463,63352000000
2464,62794000000
2465,61347000000
2466,61363000000
2467,61814000000
2468,62259000000
2469,62963000000
2470,61147000000
2471,57652000000
2472,52109000000
2473,48447000000
2474,47075000000
2475,46387000000
2476,47126000000
2477,48264000000
2478,50744000000
2479,57943000000
2480,62849000000
2481,64672000000
2482,64675000000
2483,65144000000
2484,66125000000
2485,65798000000
2486,65287000000
2487,64161000000
2488,63283000000
2489,61751000000
2490,61854000000
2491,62268000000
2492,62866000000
2493,63112000000
2494,61117000000
2495,57615000000
2496,52789000000
2497,48498000000
2498,46700000000
2499,46425000000
2500,47015000000
2501,47908000000
2502,50427000000
2503,57695000000
2504,62475000000
2505,64128000000
2506,64058000000
2507,64657000000
2508,65606000000
2509,65092000000
2510,64383000000
2511,63170000000
2512,62120000000
2513,60816000000
2514,60966000000
2515,61779000000
2516,61980000000
2517,62373000000
2518,60711000000
2519,56936000000
2520,51316000000
2521,47514000000
2522,46171000000
2523,46222000000
2524,46806000000
2525,48499000000
2526,51303000000
2527,57340000000
2528,62099000000
2529,64432000000
2530,64813000000
2531,65184000000
2532,64927000000
2533,63334000000
2534,61536000000
2535,60393000000
2536,58969000000
2537,58034000000
2538,58702000000
2539,59294000000
2540,59294000000
2541,59289000000
2542,58339000000
2543,56299000000
2544,51702000000
2545,47554000000
2546,45400000000
2547,44992000000
2548,46004000000
2549,46440000000
2550,46077000000
2551,44530000000
2552,46156000000
2553,49257000000
2554,50607000000
2555,50651000000
2556,50317000000
2557,49045000000
2558,47310000000
2559,46256000000
2560,45664000000
2561,45371000000
2562,46799000000
2563,49057000000
2564,49778000000
2565,50105000000
2566,49928000000
2567,48880000000
2568,45356000000
2569,42164000000
2570,39821000000
2571,38547000000
2572,39327000000
2573,40459000000
2574,40765000000
2575,39460000000
2576,39812000000
2577,41274000000
2578,42666000000
2579,44020000000
2580,45617000000
2581,43951000000
2582,41280000000
2583,39475000000
2584,38948000000
2585,39145000000
2586,41621000000
2587,44972000000
2588,46930000000
2589,48723000000
2590,49675000000
2591,48855000000
2592,44986000000
2593,41937000000
2594,40251000000
2595,40761000000
2596,41903000000
2597,43783000000
2598,47351000000
2599,54913000000
2600,59914000000
2601,61263000000
2602,60771000000
2603,60884000000
2604,61149000000
2605,60441000000
2606,59837000000
2607,58756000000
2608,57852000000
2609,56714000000
2610,57102000000
2611,58618000000
2612,59351000000
2613,59615000000
2614,58797000000
2615,54797000000
2616,49183000000
2617,46202000000
2618,44828000000
2619,44587000000
2620,45652000000
2621,46849000000
2622,49637000000
2623,55744000000
2624,60576000000
2625,62073000000
2626,61171000000
2627,61972000000
2628,62935000000
2629,62425000000
2630,62055000000
2631,60952000000
2632,60627000000
2633,59346000000
2634,59545000000
2635,60922000000
2636,61240000000
2637,60506000000
2638,59347000000
2639,55500000000
2640,50939000000
2641,47174000000
2642,46016000000
2643,46116000000
2644,47028000000
2645,48072000000
2646,50147000000
2647,56733000000
2648,61648000000
2649,63978000000
2650,63932000000
2651,64010000000
2652,64936000000
2653,64487000000
2654,64160000000
2655,63068000000
2656,62482000000
2657,61763000000
2658,61996000000
2659,62492000000
2660,61647000000
2661,60820000000
2662,60229000000
2663,56820000000
2664,51490000000
2665,48250000000
2666,46245000000
2667,46179000000
2668,46876000000
2669,48291000000
2670,50693000000
2671,56331000000
2672,60568000000
2673,62124000000
2674,61831000000
2675,62040000000
2676,62672000000
2677,61479000000
2678,60340000000
2679,59372000000
2680,58623000000
2681,57313000000
2682,57865000000
2683,59302000000
2684,60099000000
2685,59489000000
2686,59023000000
2687,55582000000
2688,50583000000
2689,46958000000
2690,45099000000
2691,44800000000
2692,45347000000
2693,47002000000
2694,50270000000
2695,55492000000
2696,59871000000
2697,61138000000
2698,60321000000
2699,59694000000
2700,59936000000
2701,58405000000
2702,56631000000
2703,55145000000
2704,54273000000
2705,53933000000
2706,54963000000
2707,56138000000
2708,56740000000
2709,56494000000
2710,56485000000
2711,53558000000
2712,48895000000
2713,44752000000
2714,43097000000
2715,42483000000
2716,42380000000
2717,42759000000
2718,43034000000
2719,43192000000
2720,45157000000
2721,47958000000
2722,49406000000
2723,49530000000
2724,49253000000
2725,47619000000
2726,45225000000
2727,43322000000
2728,42979000000
2729,42944000000
2730,44690000000
2731,47011000000
2732,48014000000
2733,48224000000
2734,48935000000
2735,47428000000
2736,43589000000
2737,40906000000
2738,39020000000
2739,38059000000
2740,38566000000
2741,38911000000
2742,39254000000
2743,38246000000
2744,38556000000
2745,40079000000
2746,42144000000
2747,42447000000
2748,43728000000
2749,42631000000
2750,40113000000
2751,38451000000
2752,38926000000
2753,39565000000
2754,41886000000
2755,44736000000
2756,46235000000
2757,47676000000
2758,49197000000
2759,48235000000
2760,44577000000
2761,42308000000
2762,40567000000
2763,40580000000
2764,41102000000
2765,42235000000
2766,45682000000
2767,52799000000
2768,59174000000
2769,62229000000
2770,63364000000
2771,64464000000
2772,65421000000
2773,64235000000
2774,63442000000
2775,62514000000
2776,61360000000
2777,60121000000
2778,60333000000
2779,60189000000
2780,60636000000
2781,59596000000
2782,58993000000
2783,55154000000
2784,50208000000
2785,47397000000
2786,46098000000
2787,45408000000
2788,45726000000
2789,47097000000
2790,50188000000
2791,55541000000
2792,60359000000
2793,62472000000
2794,61847000000
2795,61700000000
2796,62230000000
2797,61962000000
2798,61738000000
2799,60713000000
2800,60059000000
2801,58118000000
2802,58126000000
2803,58764000000
2804,59321000000
2805,59065000000
2806,58688000000
2807,54583000000
2808,49176000000
2809,46485000000
2810,45091000000
2811,44733000000
2812,44802000000
2813,46477000000
2814,50114000000
2815,55357000000
2816,60113000000
2817,61663000000
2818,60854000000
2819,60992000000
2820,61433000000
2821,60476000000
2822,59801000000
2823,58656000000
2824,57861000000
2825,57142000000
2826,57623000000
2827,58722000000
2828,59407000000
2829,58957000000
2830,57796000000
2831,54090000000
2832,49018000000
2833,45790000000
2834,44411000000
2835,43485000000
2836,43728000000
2837,44880000000
2838,48178000000
2839,54217000000
2840,59169000000
2841,60636000000
2842,60197000000
2843,60375000000
2844,61050000000
2845,60278000000
2846,59632000000
2847,58865000000
2848,58541000000
2849,58039000000
2850,58643000000
2851,59652000000
2852,59856000000
2853,59449000000
2854,59025000000
2855,54903000000
2856,49410000000
2857,45802000000
2858,44952000000
2859,44211000000
2860,44298000000
2861,45524000000
2862,48904000000
2863,55403000000
2864,60211000000
2865,62511000000
2866,63987000000
2867,65415000000
2868,66622000000
2869,64291000000
2870,62362000000
2871,60665000000
2872,59698000000
2873,58901000000
2874,59229000000
2875,58593000000
2876,57407000000
2877,55458000000
2878,54011000000
2879,50764000000
2880,46321000000
2881,42470000000
2882,40317000000
2883,39395000000
2884,38797000000
2885,38976000000
2886,38552000000
2887,36960000000
2888,38441000000
2889,40748000000
2890,42814000000
2891,44394000000
2892,46621000000
2893,46073000000
2894,44324000000
2895,43278000000
2896,42405000000
2897,42745000000
2898,43472000000
2899,44641000000
2900,44688000000
2901,44064000000
2902,44939000000
2903,43662000000
2904,40225000000
2905,37375000000
2906,35544000000
2907,34728000000
2908,35160000000
2909,35708000000
2910,36246000000
2911,36120000000
2912,38375000000
2913,41050000000
2914,43425000000
2915,45184000000
2916,47997000000
2917,47147000000
2918,45050000000
2919,43664000000
2920,43382000000
2921,43906000000
2922,45567000000
2923,47244000000
2924,47710000000
2925,47786000000
2926,48247000000
2927,47117000000
2928,43332000000
2929,40874000000
2930,40515000000
2931,39847000000
2932,40621000000
2933,42487000000
2934,45603000000
2935,52807000000
2936,59361000000
2937,62898000000
2938,63559000000
2939,64805000000
2940,66433000000
2941,66133000000
2942,65547000000
2943,64350000000
2944,63562000000
2945,61806000000
2946,61818000000
2947,61516000000
2948,61251000000
2949,59826000000
2950,58416000000
2951,54573000000
2952,49210000000
2953,46164000000
2954,45167000000
2955,44440000000
2956,44979000000
2957,46926000000
2958,49097000000
2959,55317000000
2960,61197000000
2961,64213000000
2962,64407000000
2963,65943000000
2964,67007000000
2965,66014000000
2966,64467000000
2967,63599000000
2968,62707000000
2969,61396000000
2970,62201000000
2971,61150000000
2972,60145000000
2973,58605000000
2974,58108000000
2975,54719000000
2976,50066000000
2977,47231000000
2978,46373000000
2979,45521000000
2980,46061000000
2981,47616000000
2982,49263000000
2983,55032000000
2984,60609000000
2985,63719000000
2986,63613000000
2987,64267000000
2988,65068000000
2989,64174000000
2990,63544000000
2991,62175000000
2992,61654000000
2993,60358000000
2994,60257000000
2995,60720000000
2996,60727000000
2997,59330000000
2998,58766000000
2999,56565000000
3000,51870000000
3001,48681000000
3002,47521000000
3003,46923000000
3004,47089000000
3005,48546000000
3006,51086000000
3007,57514000000
3008,63406000000
3009,66767000000
3010,67844000000
3011,69334000000
3012,70829000000
3013,70799000000
3014,70159000000
3015,68835000000
3016,67672000000
3017,65502000000
3018,65296000000
3019,65132000000
3020,64651000000
3021,62649000000
3022,60907000000
3023,57171000000
3024,52420000000
3025,49325000000
3026,47983000000
3027,47259000000
3028,47539000000
3029,48463000000
3030,50220000000
3031,55790000000
3032,61839000000
3033,64877000000
3034,65662000000
3035,66876000000
3036,67418000000
3037,66364000000
3038,64153000000
3039,62317000000
3040,61360000000
3041,60237000000
3042,60258000000
3043,59896000000
3044,59256000000
3045,57696000000
3046,56828000000
3047,54193000000
3048,49755000000
3049,46229000000
3050,44486000000
3051,43405000000
3052,43707000000
3053,44223000000
3054,44119000000
3055,44407000000
3056,46441000000
3057,49427000000
3058,51669000000
3059,52634000000
3060,54228000000
3061,53422000000
3062,51240000000
3063,48758000000
3064,48080000000
3065,47702000000
3066,48469000000
3067,49300000000
3068,49492000000
3069,48663000000
3070,49227000000
3071,48273000000
3072,44823000000
3073,42179000000
3074,39918000000
3075,39396000000
3076,39150000000
3077,39568000000
3078,39573000000
3079,38177000000
3080,38905000000
3081,41939000000
3082,43719000000
3083,45167000000
3084,46996000000
3085,46042000000
3086,43750000000
3087,42272000000
3088,41496000000
3089,41548000000
3090,43357000000
3091,45943000000
3092,46923000000
3093,47424000000
3094,48927000000
3095,48730000000
3096,44871000000
3097,42591000000
3098,41705000000
3099,41481000000
3100,42012000000
3101,43926000000
3102,46467000000
3103,53625000000
3104,59969000000
3105,63541000000
3106,64443000000
3107,65606000000
3108,66730000000
3109,66733000000
3110,66053000000
3111,63865000000
3112,62611000000
3113,60768000000
3114,60920000000
3115,61593000000
3116,61496000000
3117,59380000000
3118,58528000000
3119,55323000000
3120,50398000000
3121,47201000000
3122,45597000000
3123,44949000000
3124,45291000000
3125,46911000000
3126,49237000000
3127,55110000000
3128,60481000000
3129,62874000000
3130,63298000000
3131,64188000000
3132,65116000000
3133,63767000000
3134,62925000000
3135,61980000000
3136,62212000000
3137,61318000000
3138,61827000000
3139,62483000000
3140,62501000000
3141,60764000000
3142,59892000000
3143,57157000000
3144,51945000000
3145,48146000000
3146,47143000000
3147,46370000000
3148,46869000000
3149,48262000000
3150,49923000000
3151,56142000000
3152,62327000000
3153,65121000000
3154,65422000000
3155,66158000000
3156,67295000000
3157,66307000000
3158,65742000000
3159,64377000000
3160,63615000000
3161,61980000000
3162,61384000000
3163,61467000000
3164,60959000000
3165,59316000000
3166,58267000000
3167,54688000000
3168,49076000000
3169,44692000000
3170,42394000000
3171,41050000000
3172,41451000000
3173,42233000000
3174,41167000000
3175,39073000000
3176,39973000000
3177,42760000000
3178,45809000000
3179,47851000000
3180,50061000000
3181,49560000000
3182,47801000000
3183,46278000000
3184,45430000000
3185,45218000000
3186,46220000000
3187,47445000000
3188,47659000000
3189,47398000000
3190,47937000000
3191,47410000000
3192,43820000000
3193,41524000000
3194,40560000000
3195,40227000000
3196,40539000000
3197,41960000000
3198,42819000000
3199,46608000000
3200,51734000000
3201,55491000000
3202,57542000000
3203,58298000000
3204,59569000000
3205,59189000000
3206,57844000000
3207,56427000000
3208,55753000000
3209,55038000000
3210,55597000000
3211,55940000000
3212,55347000000
3213,53629000000
3214,53212000000
3215,51085000000
3216,46618000000
3217,43269000000
3218,41765000000
3219,41425000000
3220,41106000000
3221,41770000000
3222,41966000000
3223,43080000000
3224,45637000000
3225,49750000000
3226,52977000000
3227,54502000000
3228,55664000000
3229,55414000000
3230,53723000000
3231,52032000000
3232,51068000000
3233,50722000000
3234,51742000000
3235,52756000000
3236,52556000000
3237,50645000000
3238,50430000000
3239,49498000000
3240,45559000000
3241,42159000000
3242,40772000000
3243,40610000000
3244,41405000000
3245,41770000000
3246,41027000000
3247,39738000000
3248,40878000000
3249,42846000000
3250,45153000000
3251,47233000000
3252,49704000000
3253,49552000000
3254,48326000000
3255,46901000000
3256,45865000000
3257,45627000000
3258,46590000000
3259,47875000000
3260,47804000000
3261,46717000000
3262,48002000000
3263,49030000000
3264,45033000000
3265,42055000000
3266,41638000000
3267,41599000000
3268,42173000000
3269,43593000000
3270,45885000000
3271,52743000000
3272,59241000000
3273,61929000000
3274,62241000000
3275,63014000000
3276,64490000000
3277,64515000000
3278,64167000000
3279,62783000000
3280,61606000000
3281,60708000000
3282,60489000000
3283,60977000000
3284,60969000000
3285,59312000000
3286,58474000000
3287,56088000000
3288,50437000000
3289,46363000000
3290,45257000000
3291,45231000000
3292,45724000000
3293,47354000000
3294,49396000000
3295,54998000000
3296,60490000000
3297,63044000000
3298,63326000000
3299,64822000000
3300,66548000000
3301,66093000000
3302,65785000000
3303,64418000000
3304,62448000000
3305,61379000000
3306,61091000000
3307,61099000000
3308,60888000000
3309,59371000000
3310,59083000000
3311,56925000000
3312,52426000000
3313,49042000000
3314,48254000000
3315,47941000000
3316,48617000000
3317,49433000000
3318,51027000000
3319,56707000000
3320,62435000000
3321,65278000000
3322,65940000000
3323,67301000000
3324,68757000000
3325,68024000000
3326,67629000000
3327,65407000000
3328,64099000000
3329,62935000000
3330,62854000000
3331,63037000000
3332,62246000000
3333,60092000000
3334,58819000000
3335,56202000000
3336,51157000000
3337,47528000000
3338,46220000000
3339,45691000000
3340,46020000000
3341,47008000000
3342,48820000000
3343,55111000000
3344,61355000000
3345,64402000000
3346,64829000000
3347,65674000000
3348,66997000000
3349,66528000000
3350,65755000000
3351,64701000000
3352,63386000000
3353,61865000000
3354,61486000000
3355,61355000000
3356,60730000000
3357,58998000000
3358,57803000000
3359,55846000000
3360,50648000000
3361,46741000000
3362,45290000000
3363,45117000000
3364,45796000000
3365,46905000000
3366,48714000000
3367,54268000000
3368,59987000000
3369,62628000000
3370,62698000000
3371,63133000000
3372,63460000000
3373,62302000000
3374,60773000000
3375,59107000000
3376,57897000000
3377,56878000000
3378,56997000000
3379,57032000000
3380,56858000000
3381,55198000000
3382,54382000000
3383,52593000000
3384,48238000000
3385,44472000000
3386,42397000000
3387,41455000000
3388,41921000000
3389,42497000000
3390,42091000000
3391,42234000000
3392,44789000000
3393,48040000000
3394,49718000000
3395,50233000000
3396,50436000000
3397,48938000000
3398,46777000000
3399,44819000000
3400,43956000000
3401,43828000000
3402,45266000000
3403,46787000000
3404,47225000000
3405,45888000000
3406,45673000000
3407,45180000000
3408,41721000000
3409,39118000000
3410,37881000000
3411,37216000000
3412,36709000000
3413,36598000000
3414,35955000000
3415,35556000000
3416,36559000000
3417,39068000000
3418,40056000000
3419,40929000000
3420,42430000000
3421,41349000000
3422,39428000000
3423,38129000000
3424,37528000000
3425,37953000000
3426,40145000000
3427,42109000000
3428,42953000000
3429,42665000000
3430,43283000000
3431,43636000000
3432,40802000000
3433,37711000000
3434,36170000000
3435,35842000000
3436,35867000000
3437,36258000000
3438,35971000000
3439,36110000000
3440,37243000000
3441,38683000000
3442,39927000000
3443,41282000000
3444,42956000000
3445,42552000000
3446,41027000000
3447,39984000000
3448,39584000000
3449,40250000000
3450,42415000000
3451,43756000000
3452,44906000000
3453,44670000000
3454,45422000000
3455,46057000000
3456,42774000000
3457,39808000000
3458,38736000000
3459,39010000000
3460,39231000000
3461,40478000000
3462,42579000000
3463,49356000000
3464,56399000000
3465,59795000000
3466,60867000000
3467,61870000000
3468,63106000000
3469,62675000000
3470,62145000000
3471,61391000000
3472,60917000000
3473,59405000000
3474,59283000000
3475,59508000000
3476,58865000000
3477,56572000000
3478,55538000000
3479,53609000000
3480,48963000000
3481,45004000000
3482,44076000000
3483,43493000000
3484,43510000000
3485,44487000000
3486,46626000000
3487,53046000000
3488,59547000000
3489,62803000000
3490,63488000000
3491,64698000000
3492,66073000000
3493,65303000000
3494,64538000000
3495,63112000000
3496,61888000000
3497,60673000000
3498,60783000000
3499,61435000000
3500,60710000000
3501,58399000000
3502,57062000000
3503,53842000000
3504,48292000000
3505,45653000000
3506,44833000000
3507,44134000000
3508,44454000000
3509,45473000000
3510,47533000000
3511,53941000000
3512,60063000000
3513,63092000000
3514,63955000000
3515,64669000000
3516,65462000000
3517,64409000000
3518,63282000000
3519,61943000000
3520,61155000000
3521,59566000000
3522,59664000000
3523,59978000000
3524,59869000000
3525,58123000000
3526,56888000000
3527,53980000000
3528,48746000000
3529,45475000000
3530,44802000000
3531,44033000000
3532,44245000000
3533,45551000000
3534,47139000000
3535,52907000000
3536,58979000000
3537,61967000000
3538,61868000000
3539,62580000000
3540,63282000000
3541,62362000000
3542,61020000000
3543,59241000000
3544,58433000000
3545,57376000000
3546,57677000000
3547,57676000000
3548,57037000000
3549,54849000000
3550,53272000000
3551,52056000000
3552,47952000000
3553,44244000000
3554,42708000000
3555,42072000000
3556,42589000000
3557,43098000000
3558,42833000000
3559,42800000000
3560,44752000000
3561,47873000000
3562,49674000000
3563,50394000000
3564,50742000000
3565,49064000000
3566,46948000000
3567,45396000000
3568,44810000000
3569,44872000000
3570,46302000000
3571,47653000000
3572,48179000000
3573,46920000000
3574,46570000000
3575,46173000000
3576,43462000000
3577,41369000000
3578,39270000000
3579,38482000000
3580,38034000000
3581,37829000000
3582,37358000000
3583,37674000000
3584,38497000000
3585,40496000000
3586,42641000000
3587,44746000000
3588,47281000000
3589,46967000000
3590,45190000000
3591,43859000000
3592,43359000000
3593,43398000000
3594,44874000000
3595,46985000000
3596,47603000000
3597,46950000000
3598,47675000000
3599,47709000000
3600,44379000000
3601,41575000000
3602,40554000000
3603,41104000000
3604,41762000000
3605,43393000000
3606,45673000000
3607,52533000000
3608,58029000000
3609,61658000000
3610,63013000000
3611,64522000000
3612,65813000000
3613,64923000000
3614,64588000000
3615,63441000000
3616,62487000000
3617,61522000000
3618,61488000000
3619,61491000000
3620,60860000000
3621,58640000000
