hour,de_demand
248,63443000000
249,66093000000
250,66924000000
251,67796000000
252,68898000000
253,69031000000
254,68524000000
255,67511000000
256,66892000000
257,66849000000
258,69473000000
259,70517000000
260,69733000000
261,66858000000
262,64265000000
263,62967000000
264,59053000000
265,55873000000
266,53774000000
267,52538000000
268,51955000000
269,52302000000
270,54271000000
271,60837000000
272,67604000000
273,69715000000
274,69721000000
275,70035000000
276,70226000000
277,70462000000
278,69951000000
279,69081000000
280,68666000000
281,68926000000
282,72034000000
283,73130000000
284,72159000000
285,68926000000
286,66326000000
287,64397000000
288,60593000000
289,57709000000
290,55812000000
291,54351000000
292,53481000000
293,54061000000
294,56034000000
295,62174000000
296,68976000000
297,71193000000
298,71106000000
299,71663000000
300,72084000000
301,71727000000
302,71549000000
303,70770000000
304,70386000000
305,70354000000
306,73133000000
307,73992000000
308,72740000000
309,68928000000
310,65904000000
311,64238000000
312,60545000000
313,56186000000
314,54058000000
315,52495000000
316,51937000000
317,52103000000
318,54181000000
319,59925000000
320,66378000000
321,68461000000
322,68593000000
323,69142000000
324,69836000000
325,69798000000
326,69269000000
327,68230000000
328,67521000000
329,67240000000
330,70093000000
331,71013000000
332,69779000000
333,66324000000
334,63228000000
335,61605000000
336,57775000000
337,54672000000
338,52604000000
339,51447000000
340,50935000000
341,51437000000
342,53496000000
343,58974000000
344,65633000000
345,67984000000
346,68282000000
347,69138000000
348,69801000000
349,69341000000
350,68346000000
351,66811000000
352,66051000000
353,65859000000
354,68350000000
355,69039000000
356,67475000000
357,63861000000
358,61037000000
359,60138000000
360,56942000000
361,53932000000
362,51634000000
363,50164000000
364,49217000000
365,48789000000
366,47953000000
367,47460000000
368,50464000000
369,53854000000
370,56916000000
371,58678000000
372,59943000000
373,59620000000
374,58059000000
375,56887000000
376,56775000000
377,57458000000
378,61046000000
379,62847000000
380,61434000000
381,57828000000
382,56382000000
383,56615000000
384,54349000000
385,51934000000
386,49482000000
387,47536000000
388,46738000000
389,46033000000
390,44376000000
391,42324000000
392,42701000000
393,45240000000
394,48679000000
395,51170000000
396,53765000000
397,53721000000
398,51865000000
399,50363000000
400,49705000000
401,50070000000
402,54227000000
403,57036000000
404,56633000000
405,54517000000
406,53362000000
407,53978000000
408,51023000000
409,48355000000
410,46399000000
411,45423000000
412,45350000000
413,46405000000
414,49129000000
415,54989000000
416,61833000000
417,64738000000
418,65560000000
419,66077000000
420,67287000000
421,67005000000
422,66687000000
423,65658000000
424,65026000000
425,64707000000
426,67437000000
427,68671000000
428,67565000000
429,64256000000
430,61582000000
431,59748000000
432,55070000000
433,51541000000
434,49737000000
435,49043000000
436,49056000000
437,50105000000
438,52381000000
439,58516000000
440,65302000000
441,67824000000
442,67815000000
443,68318000000
444,68798000000
445,68363000000
446,67758000000
447,66724000000
448,66352000000
449,66145000000
450,68712000000
451,69869000000
452,68970000000
453,65333000000
454,62500000000
455,60407000000
456,55945000000
457,52613000000
458,50859000000
459,49667000000
460,49683000000
461,50497000000
462,52635000000
463,58712000000
464,65713000000
465,67899000000
466,67835000000
467,68057000000
468,68381000000
469,67688000000
470,67096000000
471,66311000000
472,66045000000
473,66044000000
474,68984000000
475,70624000000
476,69444000000
477,66084000000
478,62654000000
479,60741000000
480,56675000000
481,53484000000
482,51562000000
483,50604000000
484,50348000000
485,50905000000
486,53045000000
487,58821000000
488,65885000000
489,67924000000
490,67670000000
491,67702000000
492,68688000000
493,68447000000
494,68037000000
495,67392000000
496,66877000000
497,66524000000
498,69043000000
499,70225000000
500,69383000000
501,66019000000
502,62905000000
503,60872000000
504,56625000000
505,53083000000
506,51239000000
507,49811000000
508,49736000000
509,50300000000
510,52435000000
511,58295000000
512,65261000000
513,67907000000
514,68007000000
515,68118000000
516,68422000000
517,66569000000
518,65504000000
519,64819000000
520,64224000000
521,64095000000
522,67370000000
523,68458000000
524,67035000000
525,63557000000
526,60386000000
527,59338000000
528,55714000000
529,52411000000
530,50356000000
531,48885000000
532,48177000000
533,47883000000
534,47234000000
535,46839000000
536,49948000000
537,53896000000
538,56885000000
539,58579000000
540,59628000000
541,59050000000
542,57101000000
543,55631000000
544,55310000000
545,55633000000
546,59168000000
547,60940000000
548,59526000000
549,56161000000
550,54083000000
551,54214000000
552,51760000000
553,48800000000
554,46625000000
555,45130000000
556,44350000000
557,43972000000
558,42781000000
559,41098000000
560,41995000000
561,44581000000
562,47624000000
563,50054000000
564,52544000000
565,52552000000
566,50709000000
567,49261000000
568,48919000000
569,49584000000
570,53756000000
571,56810000000
572,56694000000
573,54719000000
574,53335000000
575,53879000000
576,51562000000
577,48539000000
578,46602000000
579,45768000000
580,45448000000
581,46674000000
582,49332000000
583,55246000000
584,61529000000
585,63903000000
586,64829000000
587,66040000000
588,67255000000
589,67012000000
590,66512000000
591,65361000000
592,64709000000
593,63988000000
594,66814000000
595,68565000000
596,67628000000
597,64661000000
598,62022000000
599,60366000000
600,56307000000
601,53158000000
602,51086000000
603,50219000000
604,49977000000
605,50665000000
606,53123000000
607,59314000000
608,65985000000
609,68011000000
610,68350000000
611,69028000000
612,69471000000
613,69039000000
614,68933000000
615,68302000000
616,67570000000
617,67032000000
618,70491000000
619,71912000000
620,70817000000
621,67695000000
622,64964000000
623,63789000000
624,60717000000
625,58168000000
626,56176000000
627,54844000000
628,53478000000
629,53386000000
630,55372000000
631,61232000000
632,68118000000
633,69899000000
634,70090000000
635,70683000000
636,71510000000
637,71280000000
638,71263000000
639,70859000000
640,70554000000
641,70684000000
642,74955000000
643,76824000000
644,75447000000
645,71705000000
646,68819000000
647,67364000000
648,64045000000
649,60710000000
650,58699000000
651,56940000000
652,55873000000
653,55471000000
654,56938000000
655,62257000000
656,68580000000
657,70526000000
658,70931000000
659,71889000000
660,73138000000
661,73216000000
662,72610000000
663,71553000000
664,70685000000
665,69389000000
666,71652000000
667,73150000000
668,71378000000
669,67821000000
670,64553000000
671,62877000000
672,59129000000
673,56014000000
674,53435000000
675,51882000000
676,51491000000
677,51599000000
678,53581000000
679,58662000000
680,65108000000
681,67367000000
682,68138000000
683,68525000000
684,68863000000
685,68463000000
686,67174000000
687,65891000000
688,65125000000
689,64696000000
690,68166000000
691,69264000000
692,67650000000
693,63637000000
694,61212000000
695,60484000000
696,57719000000
697,54888000000
698,53088000000
699,51870000000
700,51438000000
701,51248000000
702,50074000000
703,49012000000
704,51344000000
705,54605000000
706,58101000000
707,59309000000
708,60164000000
709,59860000000
710,57995000000
711,56599000000
712,55594000000
713,55188000000
714,58637000000
715,61344000000
716,59592000000
717,56081000000
718,53918000000
719,54777000000
720,52751000000
721,50344000000
722,48278000000
723,46782000000
724,45570000000
725,44563000000
726,43616000000
727,42080000000
728,42704000000
729,45109000000
730,48321000000
731,50594000000
732,53236000000
733,53087000000
734,51373000000
735,49680000000
736,49182000000
737,49444000000
738,53800000000
739,57907000000
740,57350000000
741,55547000000
742,54303000000
743,55544000000
744,52968000000
745,52597000000
746,51072000000
747,50746000000
748,50320000000
749,51221000000
750,52911000000
751,59149000000
752,66104000000
753,68495000000
754,69443000000
755,70404000000
756,70930000000
757,70736000000
758,70564000000
759,69824000000
760,69131000000
761,67886000000
762,70366000000
763,72522000000
764,70836000000
765,67558000000
766,64944000000
767,63211000000
768,60058000000
769,58022000000
770,56961000000
771,55739000000
772,54640000000
773,54977000000
774,56706000000
775,61476000000
776,67964000000
777,70576000000
778,71095000000
779,71994000000
780,73159000000
781,73453000000
782,74014000000
783,73753000000
784,73389000000
785,72746000000
786,74791000000
787,76352000000
788,74451000000
789,70363000000
790,66545000000
791,64177000000
792,60701000000
793,57603000000
794,55119000000
795,53634000000
796,54472000000
797,55479000000
798,56287000000
799,61220000000
800,68542000000
801,71161000000
802,71673000000
803,72746000000
804,73753000000
805,73546000000
806,73124000000
807,72067000000
808,71514000000
809,70836000000
810,72886000000
811,75373000000
812,73030000000
813,68360000000
814,64728000000
815,62446000000
816,58325000000
817,55260000000
818,54375000000
819,53992000000
820,53529000000
821,53372000000
822,54963000000
823,60155000000
824,66706000000
825,68484000000
826,68593000000
827,68920000000
828,69190000000
829,68584000000
830,67967000000
831,67000000000
832,66532000000
833,65800000000
834,68446000000
835,71561000000
836,70046000000
837,66514000000
838,63473000000
839,61509000000
840,57407000000
841,54553000000
842,53389000000
843,52859000000
844,53055000000
845,54192000000
846,55594000000
847,60414000000
848,67152000000
849,69032000000
850,68868000000
851,69704000000
852,70072000000
853,69720000000
854,68233000000
855,66714000000
856,65697000000
857,65227000000
858,68224000000
859,69978000000
860,67970000000
861,64017000000
862,60722000000
863,59478000000
864,55954000000
865,52820000000
866,50854000000
867,49296000000
868,48891000000
869,48536000000
870,48188000000
871,47138000000
872,49352000000
873,52683000000
874,56161000000
875,57968000000
876,58978000000
877,58224000000
878,56653000000
879,55375000000
880,54900000000
881,55126000000
882,58173000000
883,60882000000
884,59041000000
885,55337000000
886,53210000000
887,53660000000
888,51134000000
889,48044000000
890,46189000000
891,45315000000
892,45418000000
893,45158000000
894,44101000000
895,41514000000
896,42190000000
897,44345000000
898,47326000000
899,50023000000
900,52855000000
901,52564000000
902,50404000000
903,48975000000
904,48522000000
905,48921000000
906,52379000000
907,56767000000
908,56197000000
909,54261000000
910,53041000000
911,54168000000
912,51808000000
913,51013000000
914,49942000000
915,49358000000
916,49217000000
917,49361000000
918,51523000000
919,58382000000
920,65830000000
921,68421000000
922,69240000000
923,70165000000
924,70923000000
925,70531000000
926,69999000000
927,68767000000
928,68011000000
929,66816000000
930,68719000000
931,71688000000
932,70412000000
933,67080000000
934,63991000000
935,62501000000
936,58697000000
937,56438000000
938,55221000000
939,54872000000
940,54308000000
941,54278000000
942,55753000000
943,60698000000
944,67171000000
945,69438000000
946,70023000000
947,69687000000
948,69604000000
949,70638000000
950,70461000000
951,69782000000
952,69315000000
953,68092000000
954,69913000000
955,72289000000
956,70758000000
957,67769000000
958,65431000000
959,63499000000
960,60095000000
961,57745000000
962,56077000000
963,55277000000
964,54742000000
965,55213000000
966,56578000000
967,61282000000
968,67331000000
969,69223000000
970,69763000000
971,70768000000
972,71640000000
973,71528000000
974,71002000000
975,70296000000
976,70055000000
977,68787000000
978,70400000000
979,73127000000
980,71980000000
981,68573000000
982,66090000000
983,64570000000
984,61081000000
985,58650000000
986,57168000000
987,55768000000
988,56074000000
989,56279000000
990,57299000000
991,62240000000
992,67873000000
993,69797000000
994,70670000000
995,72022000000
996,72846000000
997,72635000000
998,72299000000
999,71287000000
1000,70308000000
1001,68450000000
1002,69857000000
1003,72782000000
1004,71716000000
1005,68257000000
1006,65453000000
1007,64336000000
1008,62287000000
1009,59367000000
1010,57259000000
1011,56638000000
1012,55856000000
1013,55800000000
1014,56582000000
1015,60928000000
1016,66445000000
1017,68520000000
1018,69622000000
1019,70323000000
1020,71287000000
1021,71242000000
1022,69929000000
1023,68256000000
1024,67251000000
1025,66375000000
1026,68005000000
1027,71501000000
1028,70041000000
1029,66080000000
1030,63170000000
1031,62205000000
1032,59239000000
1033,56873000000
1034,54773000000
1035,52934000000
1036,52192000000
1037,51482000000
1038,50394000000
1039,49048000000
1040,49902000000
1041,52800000000
1042,56311000000
1043,58596000000
1044,59836000000
1045,59647000000
1046,58013000000
1047,56327000000
1048,55743000000
1049,55156000000
1050,57756000000
1051,61760000000
1052,60206000000
1053,56807000000
1054,55151000000
1055,55593000000
1056,53967000000
1057,51210000000
1058,49545000000
1059,48713000000
1060,48385000000
1061,47669000000
1062,46413000000
1063,43651000000
1064,43587000000
1065,45893000000
1066,48896000000
1067,51722000000
1068,54303000000
1069,53693000000
1070,51388000000
1071,49771000000
1072,49161000000
1073,49028000000
1074,51602000000
1075,57035000000
1076,56980000000
1077,55186000000
1078,54441000000
1079,55945000000
1080,54080000000
1081,52393000000
1082,51708000000
1083,51019000000
1084,50490000000
1085,50480000000
1086,51614000000
1087,55056000000
1088,60779000000
1089,63881000000
1090,65862000000
1091,66863000000
1092,67829000000
1093,67422000000
1094,66510000000
1095,65356000000
1096,64644000000
1097,63549000000
1098,64874000000
1099,68803000000
1100,68090000000
1101,65259000000
1102,62989000000
1103,61881000000
1104,58503000000
1105,55745000000
1106,54640000000
1107,54205000000
1108,53525000000
1109,54032000000
1110,54714000000
1111,59099000000
1112,64461000000
1113,66352000000
1114,67365000000
1115,68015000000
1116,68606000000
1117,67630000000
1118,66068000000
1119,64386000000
1120,63653000000
1121,63146000000
1122,65173000000
1123,70090000000
1124,69866000000
1125,66785000000
1126,64237000000
1127,63060000000
1128,59554000000
1129,57744000000
1130,57031000000
1131,55694000000
1132,54943000000
1133,55328000000
1134,56199000000
1135,60881000000
1136,66405000000
1137,67900000000
1138,68365000000
1139,68457000000
1140,69171000000
1141,68829000000
1142,68164000000
1143,67642000000
1144,67252000000
1145,66527000000
1146,68125000000
1147,72161000000
1148,71057000000
1149,67490000000
1150,64765000000
1151,62704000000
1152,59056000000
1153,56280000000
1154,54413000000
1155,53520000000
1156,53064000000
1157,53908000000
1158,54933000000
1159,60052000000
1160,66031000000
1161,67886000000
1162,68661000000
1163,69859000000
1164,70431000000
1165,70100000000
1166,69111000000
1167,67948000000
1168,66836000000
1169,65488000000
1170,67002000000
1171,71069000000
1172,70482000000
1173,66990000000
1174,64197000000
1175,62195000000
1176,58488000000
1177,55881000000
1178,54552000000
1179,53694000000
1180,53387000000
1181,53859000000
1182,54533000000
1183,59377000000
1184,65717000000
1185,68247000000
1186,68837000000
1187,69457000000
1188,69813000000
1189,68997000000
1190,67646000000
1191,66357000000
1192,65542000000
1193,64774000000
1194,66551000000
1195,69826000000
1196,68734000000
1197,64408000000
1198,61498000000
1199,60346000000
1200,56887000000
1201,53977000000
1202,52666000000
1203,51456000000
1204,50936000000
1205,51420000000
1206,50652000000
1207,49453000000
1208,50976000000
1209,53879000000
1210,56008000000
1211,57123000000
1212,57841000000
1213,58516000000
1214,57025000000
1215,55507000000
1216,54940000000
1217,54650000000
1218,56772000000
1219,61701000000
1220,61150000000
1221,57487000000
1222,55587000000
1223,55394000000
1224,52825000000
1225,50455000000
1226,48049000000
1227,47027000000
1228,46589000000
1229,46017000000
1230,45596000000
1231,43659000000
1232,44402000000
1233,45704000000
1234,47387000000
1235,49526000000
1236,51781000000
1237,51262000000
1238,49223000000
1239,47619000000
1240,47066000000
1241,47495000000
1242,50540000000
1243,56868000000
1244,57048000000
1245,55168000000
1246,54142000000
1247,54700000000
1248,52043000000
1249,50166000000
1250,49136000000
1251,49068000000
1252,49064000000
1253,49926000000
1254,51304000000
1255,58421000000
1256,64909000000
1257,67290000000
1258,67780000000
1259,68193000000
1260,69134000000
1261,68711000000
1262,67905000000
1263,66726000000
1264,65896000000
1265,64823000000
1266,66633000000
1267,71638000000
1268,70988000000
1269,67337000000
1270,64285000000
1271,62275000000
1272,58593000000
1273,55511000000
1274,54222000000
1275,53568000000
1276,53377000000
1277,54042000000
1278,55242000000
1279,60977000000
1280,66487000000
1281,68384000000
1282,68481000000
1283,68967000000
1284,69803000000
1285,69372000000
1286,69005000000
1287,67958000000
1288,67379000000
1289,66002000000
1290,66934000000
1291,70674000000
1292,70180000000
1293,66390000000
1294,63143000000
1295,60915000000
1296,56955000000
1297,53709000000
1298,52138000000
1299,51607000000
1300,51271000000
1301,51885000000
1302,53805000000
1303,59756000000
1304,65754000000
1305,67637000000
1306,67261000000
1307,67423000000
1308,67871000000
1309,67251000000
1310,66480000000
1311,65237000000
1312,64780000000
1313,63893000000
1314,65498000000
1315,70029000000
1316,69911000000
1317,66559000000
1318,63237000000
1319,60612000000
1320,56367000000
1321,52399000000
1322,51356000000
1323,51278000000
1324,51798000000
1325,52682000000
1326,54127000000
1327,59849000000
1328,65334000000
1329,67049000000
1330,66452000000
1331,66770000000
1332,66504000000
1333,66147000000
1334,65935000000
1335,64866000000
1336,64674000000
1337,64005000000
1338,65931000000
1339,69924000000
1340,69396000000
1341,66143000000
1342,63039000000
1343,60763000000
1344,56216000000
1345,52794000000
1346,50705000000
1347,50312000000
1348,50449000000
1349,51061000000
1350,52464000000
1351,57612000000
1352,63362000000
1353,65954000000
1354,66314000000
1355,66346000000
1356,66613000000
1357,65900000000
1358,64647000000
1359,63535000000
1360,63173000000
1361,62657000000
1362,63882000000
1363,67516000000
1364,66965000000
1365,63857000000
1366,61046000000
1367,59404000000
1368,55949000000
1369,53560000000
1370,51752000000
1371,51948000000
1372,52162000000
1373,52050000000
1374,50783000000
1375,50092000000
1376,51033000000
1377,53451000000
1378,55278000000
1379,55816000000
1380,55931000000
1381,55329000000
1382,53938000000
1383,51690000000
1384,51461000000
1385,51641000000
1386,53446000000
1387,58587000000
1388,58826000000
1389,55105000000
1390,52420000000
1391,51899000000
1392,49167000000
1393,45989000000
1394,43289000000
1395,42171000000
1396,42624000000
1397,43653000000
1398,43708000000
1399,42688000000
1400,42729000000
1401,45049000000
1402,47781000000
1403,50317000000
1404,52451000000
1405,52000000000
1406,50482000000
1407,49565000000
1408,49650000000
1409,50695000000
1410,52976000000
1411,58022000000
1412,59400000000
1413,57212000000
1414,56414000000
1415,57094000000
1416,54433000000
1417,52912000000
1418,51810000000
1419,51121000000
1420,51459000000
1421,52520000000
1422,54905000000
1423,61487000000
1424,66950000000
1425,68283000000
1426,68087000000
1427,68085000000
1428,68637000000
1429,68108000000
1430,67726000000
1431,66984000000
1432,66640000000
1433,66081000000
1434,67591000000
1435,71684000000
1436,72768000000
1437,69090000000
1438,66036000000
1439,64071000000
1440,59900000000
1441,57370000000
1442,56512000000
1443,56072000000
1444,55847000000
1445,55913000000
1446,57343000000
1447,63699000000
1448,69187000000
1449,71218000000
1450,70895000000
1451,70478000000
1452,71031000000
1453,70917000000
1454,70407000000
1455,69434000000
1456,68735000000
1457,67642000000
1458,67942000000
1459,71929000000
1460,72738000000
1461,69018000000
1462,65839000000
1463,63475000000
1464,59300000000
1465,57074000000
1466,55643000000
1467,55438000000
1468,55444000000
1469,56316000000
1470,57313000000
1471,62899000000
1472,67462000000
1473,68897000000
1474,68236000000
1475,68015000000
1476,67856000000
1477,66621000000
1478,65998000000
1479,65466000000
1480,65487000000
1481,65441000000
1482,67591000000
1483,72500000000
1484,73112000000
1485,69526000000
1486,66222000000
1487,63902000000
1488,59863000000
1489,57240000000
1490,56324000000
1491,55859000000
1492,55876000000
1493,56357000000
1494,58094000000
1495,63594000000
1496,68082000000
1497,69417000000
1498,69031000000
1499,68793000000
1500,68997000000
1501,67918000000
1502,67348000000
1503,66454000000
1504,66159000000
1505,65926000000
1506,66728000000
1507,70697000000
1508,71903000000
1509,68440000000
1510,65476000000
1511,63619000000
1512,60139000000
1513,56953000000
1514,55874000000
1515,54598000000
1516,54318000000
1517,54881000000
1518,56235000000
1519,61691000000
1520,65938000000
1521,67179000000
1522,66697000000
1523,66833000000
1524,67647000000
1525,66817000000
1526,65718000000
1527,64639000000
1528,64060000000
1529,64337000000
1530,66635000000
1531,70874000000
1532,71436000000
1533,66824000000
1534,63126000000
1535,61227000000
1536,57475000000
1537,54471000000
1538,52326000000
1539,51156000000
1540,51890000000
1541,52064000000
1542,51491000000
1543,49485000000
1544,50300000000
1545,53535000000
1546,56505000000
1547,57741000000
1548,58440000000
1549,57273000000
1550,55173000000
1551,53767000000
1552,53509000000
1553,53720000000
1554,55223000000
1555,59999000000
1556,61222000000
1557,57988000000
1558,55686000000
1559,56193000000
1560,54300000000
1561,51902000000
1562,50339000000
1563,49436000000
1564,48696000000
1565,48474000000
1566,47590000000
1567,45127000000
1568,45105000000
1569,47237000000
1570,48978000000
1571,50245000000
1572,51514000000
1573,50675000000
1574,48236000000
1575,46838000000
1576,46575000000
1577,47349000000
1578,50395000000
1579,56151000000
1580,59008000000
1581,57102000000
1582,55852000000
1583,57136000000
1584,54999000000
1585,53351000000
1586,52872000000
1587,52879000000
1588,52531000000
1589,53415000000
1590,55938000000
1591,61897000000
1592,66391000000
1593,68375000000
1594,68242000000
1595,68383000000
1596,69079000000
1597,68551000000
1598,68070000000
1599,67052000000
1600,66565000000
1601,66059000000
1602,67273000000
1603,70515000000
1604,72634000000
1605,69229000000
1606,65890000000
1607,63968000000
1608,60771000000
1609,58597000000
1610,57515000000
1611,56558000000
1612,56408000000
1613,57207000000
1614,58503000000
1615,63459000000
1616,67907000000
1617,68775000000
1618,68093000000
1619,68050000000
1620,68331000000
1621,68009000000
1622,67722000000
1623,66971000000
1624,66781000000
1625,66887000000
1626,68204000000
1627,71786000000
1628,74102000000
1629,70798000000
1630,67782000000
1631,66206000000
1632,63040000000
1633,57710000000
1634,56418000000
1635,55353000000
1636,55026000000
1637,55510000000
1638,57057000000
1639,62214000000
1640,66594000000
1641,68176000000
1642,69119000000
1643,70563000000
1644,70424000000
1645,69358000000
1646,68539000000
1647,66352000000
1648,66695000000
1649,66301000000
1650,66963000000
1651,70282000000
1652,72151000000
1653,68426000000
1654,64985000000
1655,63589000000
1656,60294000000
1657,58030000000
1658,56908000000
1659,55856000000
1660,55654000000
1661,56435000000
1662,57969000000
1663,63199000000
1664,67851000000
1665,70182000000
1666,70728000000
1667,71135000000
1668,71739000000
1669,70854000000
1670,70764000000
1671,69491000000
1672,68803000000
1673,67573000000
1674,68361000000
1675,71400000000
1676,73481000000
1677,70230000000
1678,66976000000
1679,64912000000
1680,61294000000
1681,59017000000
1682,57105000000
1683,55706000000
1684,55362000000
1685,55573000000
1686,57272000000
1687,61956000000
1688,66158000000
1689,68882000000
1690,69682000000
1691,70065000000
1692,70078000000
1693,69048000000
1694,67302000000
1695,65325000000
1696,63917000000
1697,63190000000
1698,63707000000
1699,66092000000
1700,66613000000
1701,62870000000
1702,60030000000
1703,58907000000
1704,55806000000
1705,52274000000
1706,50248000000
1707,48736000000
1708,48443000000
1709,48600000000
1710,48128000000
1711,47328000000
1712,48334000000
1713,51765000000
1714,54483000000
1715,56093000000
1716,56749000000
1717,56401000000
1718,54977000000
1719,53772000000
1720,53165000000
1721,53333000000
1722,54720000000
1723,57357000000
1724,57760000000
1725,54277000000
1726,52559000000
1727,52524000000
1728,49997000000
1729,48358000000
1730,46098000000
1731,44404000000
1732,43916000000
1733,43664000000
1734,43170000000
1735,41639000000
1736,41726000000
1737,44509000000
1738,47193000000
1739,49072000000
1740,51435000000
1741,51791000000
1742,49858000000
1743,48529000000
1744,48013000000
1745,47871000000
1746,49564000000
1747,53246000000
1748,55071000000
1749,52684000000
1750,51352000000
1751,51682000000
1752,49516000000
1753,48158000000
1754,46823000000
1755,47052000000
1756,47379000000
1757,48811000000
1758,51301000000
1759,57580000000
1760,62715000000
1761,65513000000
1762,66067000000
1763,66644000000
1764,67678000000
1765,67610000000
1766,67845000000
1767,67583000000
1768,67219000000
1769,66345000000
1770,66707000000
1771,69554000000
1772,70477000000
1773,66350000000
1774,62622000000
1775,60125000000
1776,56056000000
1777,53734000000
1778,52298000000
1779,51925000000
1780,52173000000
1781,53163000000
1782,54564000000
1783,59701000000
1784,64486000000
1785,67039000000
1786,66958000000
1787,67208000000
1788,67945000000
1789,67452000000
1790,66987000000
1791,66202000000
1792,65978000000
1793,65182000000
1794,65750000000
1795,68266000000
1796,70147000000
1797,66513000000
1798,63513000000
1799,61350000000
1800,57288000000
1801,54631000000
1802,53396000000
1803,52616000000
1804,52683000000
1805,53447000000
1806,54921000000
1807,59949000000
1808,64564000000
1809,66650000000
1810,66213000000
1811,65889000000
1812,66097000000
1813,64466000000
1814,63535000000
1815,62647000000
1816,62657000000
1817,62228000000
1818,63541000000
1819,66984000000
1820,69433000000
1821,65762000000
1822,61722000000
1823,58532000000
1824,53954000000
1825,50881000000
1826,49807000000
1827,49511000000
1828,50016000000
1829,51092000000
1830,53223000000
1831,58090000000
1832,62443000000
1833,64342000000
1834,63681000000
1835,63441000000
1836,63796000000
1837,62989000000
1838,62437000000
1839,61667000000
1840,61557000000
1841,61514000000
1842,62964000000
1843,66116000000
1844,68625000000
1845,64706000000
1846,60783000000
1847,57309000000
1848,52798000000
1849,49161000000
1850,47306000000
1851,47109000000
1852,47335000000
1853,48345000000
1854,50563000000
1855,55356000000
1856,60425000000
1857,63587000000
1858,64114000000
1859,64183000000
1860,63875000000
1861,62506000000
1862,60640000000
1863,58788000000
1864,58455000000
1865,58542000000
1866,60015000000
1867,62185000000
1868,64924000000
1869,60988000000
1870,56855000000
1871,54500000000
1872,50160000000
