hour,de_node_1,de_node_2,de_node_3
747,0.32804,0.29535,0.26062
748,0.22443,0.20206,0.17830
749,0.22443,0.20206,0.17830
750,0.15901,0.14317,0.12633
751,0.10219,0.09200,0.08118
752,0.10219,0.09200,0.08118
753,0.14005,0.12610,0.11127
754,0.18228,0.16411,0.14482
755,0.18228,0.16411,0.14482
756,0.20257,0.18239,0.16094
757,0.22354,0.20127,0.17760
758,0.22354,0.20127,0.17760
759,0.23384,0.21053,0.18578
760,0.24426,0.21992,0.19406
761,0.24426,0.21992,0.19406
762,0.17954,0.16165,0.14264
763,0.12201,0.10985,0.09694
764,0.12201,0.10985,0.09694
765,0.15480,0.13937,0.12299
766,0.19035,0.17138,0.15123
767,0.19035,0.17138,0.15123
768,0.27595,0.24845,0.21924
769,0.36867,0.33193,0.29290
770,0.36867,0.33193,0.29290
771,0.52707,0.47455,0.41875
772,0.67406,0.60688,0.53552
773,0.67406,0.60688,0.53552
774,0.74147,0.66758,0.58908
775,0.79701,0.71758,0.63321
776,0.79701,0.71758,0.63321
777,0.80732,0.72687,0.64140
778,0.81688,0.73547,0.64899
779,0.81688,0.73547,0.64899
780,0.82195,0.74004,0.65303
781,0.82677,0.74438,0.65685
782,0.82677,0.74438,0.65685
783,0.80570,0.72541,0.64011
784,0.78071,0.70291,0.62026
785,0.78071,0.70291,0.62026
786,0.73272,0.65970,0.58213
787,0.67705,0.60958,0.53790
788,0.67705,0.60958,0.53790
789,0.67341,0.60630,0.53501
790,0.66974,0.60300,0.53210
791,0.66974,0.60300,0.53210
792,0.69500,0.62574,0.55216
793,0.71903,0.64737,0.57125
794,0.71903,0.64737,0.57125
795,0.76366,0.68756,0.60671
796,0.80151,0.72164,0.63679
797,0.80151,0.72164,0.63679
798,0.80043,0.72067,0.63593
799,0.79934,0.71968,0.63506
800,0.79934,0.71968,0.63506
801,0.76635,0.68999,0.60885
802,0.72817,0.65560,0.57851
803,0.72817,0.65560,0.57851
804,0.67107,0.60420,0.53315
805,0.60794,0.54736,0.48300
806,0.60794,0.54736,0.48300
807,0.58817,0.52955,0.46729
808,0.56805,0.51145,0.45131
809,0.56805,0.51145,0.45131
810,0.49879,0.44909,0.39628
811,0.42796,0.38531,0.34000
812,0.42796,0.38531,0.34000
813,0.36984,0.33298,0.29383
814,0.31277,0.28160,0.24849
815,0.31277,0.28160,0.24849
816,0.26184,0.23575,0.20803
817,0.21336,0.19210,0.16951
