hour,nl_node
205,0.0422845
206,0.0417348
207,0.0313551
208,0.0209754
209,0.0105957
210,0.0070994
211,0.0036031
212,0.0001069
213,0.000073
214,0.000039
215,0.00000512
216,0.00000427
217,0.00000343
218,0.00000258
219,0.00000172
220,0.000000861
221,0
222,0.0003671
223,0.0007343
224,0.0011014
225,0.0081031
226,0.0151048
227,0.0221065
228,0.0268491
229,0.0315917
230,0.0363343
231,0.0285613
232,0.0207884
233,0.0130154
234,0.0087072
235,0.004399
236,0.0000908
237,0.0000614
238,0.000032
239,0.00000258
240,0.00000172
241,0.000000861
242,0
243,0
244,0
245,0
246,0.0007953
247,0.0015907
248,0.002386
249,0.0152332
250,0.0280804
251,0.0409276
252,0.0432851
253,0.0456426
254,0.0480001
255,0.0367909
256,0.0255818
257,0.0143726
258,0.0096267
259,0.0048807
260,0.0001348
261,0.000095
262,0.0000552
263,0.0000154
264,0.0000128
265,0.0000103
266,0.00000775
267,0.00000516
268,0.00000258
269,0
270,0.0014412
271,0.0028825
272,0.0043237
273,0.0241375
274,0.0439513
275,0.0637651
276,0.069827
277,0.0758889
278,0.0819508
279,0.0633467
280,0.0447426
281,0.0261385
282,0.0175045
283,0.0088705
284,0.0002365
285,0.0001577
286,0.0000788
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0.0016678
295,0.0033356
296,0.0050034
297,0.0262031
298,0.0474029
299,0.0686027
300,0.0738301
301,0.0790575
302,0.0842849
303,0.0649211
304,0.0455574
305,0.0261936
306,0.0175448
307,0.0088961
308,0.0002474
309,0.0001649
310,0.0000825
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0.0010028
319,0.0020056
320,0.0030084
321,0.0176273
322,0.0322463
323,0.0468652
324,0.0589438
325,0.0710225
326,0.0831011
327,0.0657506
328,0.0484002
329,0.0310498
330,0.0208128
331,0.0105758
332,0.0003387
333,0.0002262
334,0.0001136
335,0.00000103
336,0.000000689
337,0.000000344
338,0
339,0
340,0
341,0
342,0.0021949
343,0.0043899
344,0.0065848
345,0.0311643
346,0.0557438
347,0.0803233
348,0.0823991
349,0.0844748
350,0.0865506
351,0.0658443
352,0.045138
353,0.0244317
354,0.0163493
355,0.0082668
356,0.0001844
357,0.0001229
358,0.0000615
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0.0012536
367,0.0025071
368,0.0037607
369,0.0189252
370,0.0340896
371,0.0492541
372,0.0518929
373,0.0545317
374,0.0571705
375,0.0439448
376,0.0307191
377,0.0174934
378,0.0117807
379,0.006068
380,0.0003553
381,0.0002386
382,0.0001218
383,0.00000512
384,0.00000427
385,0.00000343
386,0.00000258
387,0.00000172
388,0.000000861
389,0
390,0.0001181
391,0.0002361
392,0.0003542
393,0.0024988
394,0.0046434
395,0.0067881
396,0.0123762
397,0.0179644
398,0.0235525
399,0.0192624
400,0.0149722
401,0.010682
402,0.0072024
403,0.0037228
404,0.0002432
405,0.0001656
406,0.0000879
407,0.0000102
408,0.00000855
409,0.00000685
410,0.00000516
411,0.00000344
412,0.00000172
413,0
414,0.0020506
415,0.0041012
416,0.0061518
417,0.0235807
418,0.0410095
419,0.0584384
420,0.0555769
421,0.0527154
422,0.0498539
423,0.0369868
424,0.0241198
425,0.0112528
426,0.007533
427,0.0038132
428,0.0000935
429,0.0000623
430,0.0000312
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0.0008847
439,0.0017695
440,0.0026542
441,0.0126698
442,0.0226855
443,0.0327011
444,0.0366403
445,0.0405794
446,0.0445186
447,0.0346884
448,0.0248582
449,0.015028
450,0.0101113
451,0.0051945
452,0.0002778
453,0.0001869
454,0.000096
455,0.00000512
456,0.00000427
457,0.00000343
458,0.00000258
459,0.00000172
460,0.000000861
461,0
462,0.0015156
463,0.0030312
464,0.0045468
465,0.0204908
466,0.0364347
467,0.0523786
468,0.058818
469,0.0652575
470,0.0716969
471,0.0559132
472,0.0401294
473,0.0243457
474,0.0163855
475,0.0084254
476,0.0004653
477,0.0003119
478,0.0001585
479,0.00000512
480,0.00000427
481,0.00000343
482,0.00000258
483,0.00000172
484,0.000000861
485,0
486,0.0019541
487,0.0039081
488,0.0058622
489,0.0269361
490,0.0480101
491,0.069084
492,0.0725145
493,0.0759449
494,0.0793754
495,0.0609826
496,0.0425897
497,0.0241969
498,0.0162965
499,0.0083961
500,0.0004957
501,0.0003305
502,0.0001652
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0.0026866
511,0.0053732
512,0.0080598
513,0.0366501
514,0.0652404
515,0.0938307
516,0.0997496
517,0.1056685
518,0.1115873
519,0.086112
520,0.0606366
521,0.0351613
522,0.0237288
523,0.0122964
524,0.0008639
525,0.000576
526,0.000288
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0.0011792
535,0.0023584
536,0.0035376
537,0.0146435
538,0.0257494
539,0.0368553
540,0.0394687
541,0.0420821
542,0.0446955
543,0.0345651
544,0.0244347
545,0.0143043
546,0.0096509
547,0.0049974
548,0.0003439
549,0.000231
550,0.0001181
551,0.00000512
552,0.00000427
553,0.00000343
554,0.00000258
555,0.00000172
556,0.000000861
557,0
558,0.000621
559,0.001242
560,0.001863
561,0.0104694
562,0.0190759
563,0.0276824
564,0.0358027
565,0.043923
566,0.0520433
567,0.0415413
568,0.0310393
569,0.0205373
570,0.0138745
571,0.0072117
572,0.0005489
573,0.000366
574,0.000183
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0.002517
583,0.0050341
584,0.0075511
585,0.0309553
586,0.0543594
587,0.0777636
588,0.0841309
589,0.0904982
590,0.0968655
591,0.0751859
592,0.0535063
593,0.0318268
594,0.0215174
595,0.0112079
596,0.0008985
597,0.0006007
598,0.0003029
599,0.00000512
600,0.00000427
601,0.00000343
602,0.00000258
603,0.00000172
604,0.000000861
605,0
606,0.0046601
607,0.0093202
608,0.0139803
609,0.0524719
610,0.0909635
611,0.1294551
612,0.1418734
613,0.1542917
614,0.16671
615,0.1301064
616,0.0935028
617,0.0568992
618,0.0385967
619,0.0202942
620,0.0019918
621,0.0013278
622,0.0006639
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0.0009898
631,0.0019796
632,0.0029695
633,0.0088714
634,0.0147733
635,0.0206752
636,0.0216132
637,0.0225512
638,0.0234893
639,0.0181317
640,0.0127742
641,0.0074166
642,0.0050197
643,0.0026227
644,0.0002257
645,0.0001504
646,0.0000752
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0.0019929
655,0.0039859
656,0.0059788
657,0.0206316
658,0.0352843
659,0.0499371
660,0.0656656
661,0.0813942
662,0.0971228
663,0.0781496
664,0.0591765
665,0.0402034
666,0.0273316
667,0.0144598
668,0.0015879
669,0.0010586
670,0.0005293
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0.0002214
679,0.0004429
680,0.0006643
681,0.0020183
682,0.0033724
683,0.0047264
684,0.0115445
685,0.0183627
686,0.0251808
687,0.0210689
688,0.0169569
689,0.012845
690,0.008775
691,0.0047051
692,0.0006352
693,0.0004234
694,0.0002117
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0.0024699
703,0.0049399
704,0.0074098
705,0.0343152
706,0.0612205
707,0.0881259
708,0.1001356
709,0.1121453
710,0.124155
711,0.0980904
712,0.0720259
713,0.0459614
714,0.0314487
715,0.0169361
716,0.0024235
717,0.0016156
718,0.0008078
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0.0032656
727,0.0065313
728,0.0097969
729,0.0362076
730,0.0626184
731,0.0890292
732,0.0936039
733,0.0981785
734,0.1027532
735,0.0795135
736,0.0562737
737,0.033034
738,0.0224594
739,0.0118847
740,0.0013101
741,0.0008734
742,0.0004367
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0.0022727
751,0.0045455
752,0.0068182
753,0.0290318
754,0.0512455
755,0.0734591
756,0.0842292
757,0.0949994
758,0.1057695
759,0.0835342
760,0.0612988
761,0.0390634
762,0.0266349
763,0.0142065
764,0.001778
765,0.0011853
766,0.0005927
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0.0003716
775,0.0007431
776,0.0011147
777,0.003001
778,0.0048873
779,0.0067736
780,0.0074989
781,0.0082243
782,0.0089496
783,0.0070762
784,0.0052027
785,0.0033293
786,0.002286
787,0.0012427
788,0.0001993
789,0.0001329
790,0.0000664
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0.0056469
799,0.0112937
800,0.0169406
801,0.0552298
802,0.0935191
803,0.1318083
804,0.1423459
805,0.1528834
806,0.163421
807,0.1283478
808,0.0932746
809,0.0582013
810,0.0399996
811,0.0217979
812,0.0035962
813,0.0023975
814,0.0011987
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0.00078
823,0.00156
824,0.0023399
825,0.0119776
826,0.0216152
827,0.0312528
828,0.0505611
829,0.0698693
830,0.0891776
831,0.0731717
832,0.0571658
833,0.0411599
834,0.028083
835,0.0150061
836,0.0019293
837,0.0012896
838,0.0006499
839,0.0000102
840,0.00000855
841,0.00000685
842,0.00000516
843,0.00000344
844,0.00000172
845,0
846,0.0029053
847,0.0058106
848,0.008716
849,0.0239549
850,0.0391938
851,0.0544328
852,0.058653
853,0.0628733
854,0.0670936
855,0.0521252
856,0.0371567
857,0.0221883
858,0.0149729
859,0.0077576
860,0.0005422
861,0.0003615
862,0.0001807
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0.0024553
871,0.0049106
872,0.0073658
873,0.0257488
874,0.0441317
875,0.0625147
876,0.0682623
877,0.0740099
878,0.0797575
879,0.0628264
880,0.0458953
881,0.0289642
882,0.0199304
883,0.0108965
884,0.0018627
885,0.0012418
886,0.0006209
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0.0037204
895,0.0074409
896,0.0111613
897,0.037735
898,0.0643087
899,0.0908824
900,0.1016064
901,0.1123304
902,0.1230544
903,0.0974894
904,0.0719243
905,0.0463593
906,0.0319113
907,0.0174633
908,0.0030153
909,0.0020102
910,0.0010051
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0.0063777
919,0.0127554
920,0.0191331
921,0.0575871
922,0.096041
923,0.1344949
924,0.1497131
925,0.1649314
926,0.1801496
927,0.143237
928,0.1063244
929,0.0694118
930,0.0480069
931,0.026602
932,0.005197
933,0.0034647
934,0.0017323
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0.0066592
943,0.0133184
944,0.0199776
945,0.0579089
946,0.0958401
947,0.1337714
948,0.1481412
949,0.1625109
950,0.1768807
951,0.1404718
952,0.1040628
953,0.0676539
954,0.0467675
955,0.0258811
956,0.0049946
957,0.0033315
958,0.0016683
959,0.00000512
960,0.00000427
961,0.00000343
962,0.00000258
963,0.00000172
964,0.000000861
965,0
966,0.0049761
967,0.0099521
968,0.0149282
969,0.0424707
970,0.0700132
971,0.0975558
972,0.1060268
973,0.1144978
974,0.1229689
975,0.0971454
976,0.071322
977,0.0454985
978,0.0314042
979,0.0173099
980,0.0032156
981,0.0021455
982,0.0010753
983,0.00000512
984,0.00000427
985,0.00000343
986,0.00000258
987,0.00000172
988,0.000000861
989,0
990,0.0047458
991,0.0094915
992,0.0142373
993,0.0461255
994,0.0780137
995,0.1099019
996,0.1241437
997,0.1383856
998,0.1526274
999,0.1223944
1000,0.0921614
1001,0.0619284
1002,0.0431476
1003,0.0243667
1004,0.0055859
1005,0.0037239
1006,0.001862
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0.0078964
1015,0.0157928
1016,0.0236892
1017,0.0643706
1018,0.1050521
1019,0.1457335
1020,0.159389
1021,0.1730444
1022,0.1866999
1023,0.1475641
1024,0.1084283
1025,0.0692925
1026,0.0477342
1027,0.0261759
1028,0.0046176
1029,0.0030784
1030,0.0015392
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0.0048106
1039,0.0096212
1040,0.0144317
1041,0.0440427
1042,0.0736537
1043,0.1032647
1044,0.1137846
1045,0.1243045
1046,0.1348244
1047,0.1071155
1048,0.0794066
1049,0.0516978
1050,0.0358288
1051,0.0199599
1052,0.0040909
1053,0.0027273
1054,0.0013636
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0.0024648
1063,0.0049297
1064,0.0073945
1065,0.0274183
1066,0.0474421
1067,0.067466
1068,0.0928282
1069,0.1181904
1070,0.1435526
1071,0.1173635
1072,0.0911744
1073,0.0649854
1074,0.044801
1075,0.0246166
1076,0.0044323
1077,0.0029548
1078,0.0014774
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0.0099818
1087,0.0199636
1088,0.0299454
1089,0.0745737
1090,0.119202
1091,0.1638302
1092,0.1777607
1093,0.1916912
1094,0.2056217
1095,0.1628584
1096,0.1200951
1097,0.0773318
1098,0.0534798
1099,0.0296279
1100,0.0057759
1101,0.003854
1102,0.0019321
1103,0.0000102
1104,0.00000855
1105,0.00000685
1106,0.00000516
1107,0.00000344
1108,0.00000172
1109,0
1110,0.0076463
1111,0.0152926
1112,0.0229389
1113,0.0583222
1114,0.0937056
1115,0.129089
1116,0.1417996
1117,0.1545102
1118,0.1672209
1119,0.1347712
1120,0.1023215
1121,0.0698718
1122,0.0491742
1123,0.0284766
1124,0.007779
1125,0.005186
1126,0.002593
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0.0117659
1135,0.0235319
1136,0.0352978
1137,0.0815604
1138,0.1278231
1139,0.1740857
1140,0.1895617
1141,0.2050377
1142,0.2205138
1143,0.1750197
1144,0.1295255
1145,0.0840314
1146,0.0581328
1147,0.0322343
1148,0.0063357
1149,0.0042238
1150,0.0021119
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0.0026255
1159,0.0052511
1160,0.0078766
1161,0.0262984
1162,0.0447201
1163,0.0631419
1164,0.0818187
1165,0.1004956
1166,0.1191724
1167,0.0978061
1168,0.0764397
1169,0.0550734
1170,0.0383991
1171,0.0217247
1172,0.0050504
1173,0.0033669
1174,0.0016835
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0.0055288
1183,0.0110576
1184,0.0165864
1185,0.0382478
1186,0.0599091
1187,0.0815705
1188,0.0946279
1189,0.1076853
1190,0.1207427
1191,0.0972559
1192,0.0737691
1193,0.0502823
1194,0.0348667
1195,0.0194512
1196,0.0040357
1197,0.0026904
1198,0.0013452
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0.0111965
1207,0.022393
1208,0.0335894
1209,0.0776933
1210,0.1217971
1211,0.165901
1212,0.1781362
1213,0.1903715
1214,0.2026067
1215,0.1611027
1216,0.1195987
1217,0.0780946
1218,0.0543824
1219,0.0306702
1220,0.006958
1221,0.0046386
1222,0.0023193
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0.0118373
1231,0.0236745
1232,0.0355118
1233,0.0768462
1234,0.1181807
1235,0.1595152
1236,0.1626848
1237,0.1658545
1238,0.1690242
1239,0.1331932
1240,0.0973621
1241,0.0615311
1242,0.0430889
1243,0.0246467
1244,0.0062045
1245,0.0041364
1246,0.0020682
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0.006491
1255,0.012982
1256,0.019473
1257,0.0363745
1258,0.053276
1259,0.0701775
1260,0.0658018
1261,0.061426
1262,0.0570503
1263,0.0431363
1264,0.0292223
1265,0.0153082
1266,0.0105229
1267,0.0057376
1268,0.0009522
1269,0.0006348
1270,0.0003174
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0.0097665
1279,0.019533
1280,0.0292995
1281,0.0725793
1282,0.115859
1283,0.1591387
1284,0.1756278
1285,0.1921168
1286,0.2086059
1287,0.1678133
1288,0.1270207
1289,0.0862282
1290,0.0604668
1291,0.0347054
1292,0.008944
1293,0.0059627
1294,0.0029813
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0.0042964
1303,0.0085928
1304,0.0128892
1305,0.0398902
1306,0.0668913
1307,0.0938924
1308,0.115512
1309,0.1371317
1310,0.1587513
1311,0.1292298
1312,0.0997082
1313,0.0701866
1314,0.0488661
1315,0.0275457
1316,0.0062252
1317,0.0041501
1318,0.0020751
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0.0014702
1327,0.0029405
1328,0.0044107
1329,0.0152932
1330,0.0261757
1331,0.0370583
1332,0.0539538
1333,0.0708494
1334,0.087745
1335,0.0749046
1336,0.0620643
1337,0.049224
1338,0.0351405
1339,0.021057
1340,0.0069735
1341,0.004649
1342,0.0023245
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0.0106676
1351,0.0213352
1352,0.0320029
1353,0.0647823
1354,0.0975617
1355,0.1303411
1356,0.1323422
1357,0.1343433
1358,0.1363444
1359,0.1069981
1360,0.0776517
1361,0.0483054
1362,0.0336473
1363,0.0189892
1364,0.004331
1365,0.0028874
1366,0.0014437
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0.013432
1375,0.026864
1376,0.0402961
1377,0.0724028
1378,0.1045095
1379,0.1366162
1380,0.1348734
1381,0.1331306
1382,0.1313878
1383,0.1046866
1384,0.0779854
1385,0.0512842
1386,0.0366441
1387,0.022004
1388,0.0073639
1389,0.0049092
1390,0.0024546
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0.0015009
1399,0.0030019
1400,0.0045028
1401,0.0098847
1402,0.0152665
1403,0.0206483
1404,0.0249014
1405,0.0291544
1406,0.0334074
1407,0.0269549
1408,0.0205024
1409,0.0140499
1410,0.0096816
1411,0.0053133
1412,0.000945
1413,0.00063
1414,0.000315
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0.0094366
1423,0.0188731
1424,0.0283097
1425,0.0774056
1426,0.1265015
1427,0.1755974
1428,0.1961429
1429,0.2166884
1430,0.2372339
1431,0.193217
1432,0.1492002
1433,0.1051833
1434,0.0745882
1435,0.0439931
1436,0.013398
1437,0.008932
1438,0.004466
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0.0194491
1447,0.0388982
1448,0.0583472
1449,0.1149015
1450,0.1714558
1451,0.2280101
1452,0.2429754
1453,0.2579406
1454,0.2729059
1455,0.2209891
1456,0.1690723
1457,0.1171554
1458,0.0831513
1459,0.0491471
1460,0.0151429
1461,0.0100953
1462,0.0050476
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0.019648
1471,0.039296
1472,0.058944
1473,0.1149756
1474,0.1710072
1475,0.2270389
1476,0.2391339
1477,0.2512289
1478,0.2633239
1479,0.2122235
1480,0.1611231
1481,0.1100227
1482,0.0779551
1483,0.0458875
1484,0.0138199
1485,0.0092133
1486,0.0046066
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0.0190192
1495,0.0380383
1496,0.0570575
1497,0.1176521
1498,0.1782466
1499,0.2388412
1500,0.2516011
1501,0.2643611
1502,0.277121
1503,0.2241023
1504,0.1710837
1505,0.118065
1506,0.0840444
1507,0.0500238
1508,0.0160032
1509,0.0106688
1510,0.0053344
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0.0200121
1519,0.0400241
1520,0.0600362
1521,0.1104917
1522,0.1609472
1523,0.2114027
1524,0.199879
1525,0.1883553
1526,0.1768317
1527,0.1338021
1528,0.0907725
1529,0.047743
1530,0.032607
1531,0.0174711
1532,0.0023352
1533,0.0015568
1534,0.0007784
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0.0185742
1543,0.0371485
1544,0.0557227
1545,0.1212009
1546,0.1866792
1547,0.2521574
1548,0.2711571
1549,0.2901568
1550,0.3091565
1551,0.252708
1552,0.1962595
1553,0.139811
1554,0.1000796
1555,0.0603482
1556,0.0206168
1557,0.0137445
1558,0.0068723
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0.0253048
1567,0.0506095
1568,0.0759143
1569,0.1447941
1570,0.213674
1571,0.2825538
1572,0.3008821
1573,0.3192104
1574,0.3375386
1575,0.2747443
1576,0.2119501
1577,0.1491558
1578,0.106338
1579,0.0635203
1580,0.0207025
1581,0.0138017
1582,0.0069008
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0.006925
1591,0.01385
1592,0.020775
1593,0.0542041
1594,0.0876333
1595,0.1210624
1596,0.1553545
1597,0.1896465
1598,0.2239386
1599,0.1910554
1600,0.1581721
1601,0.1252889
1602,0.0903295
1603,0.0553701
1604,0.0204107
1605,0.0136071
1606,0.0068036
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0.0211933
1615,0.0423866
1616,0.0635799
1617,0.1275467
1618,0.1915136
1619,0.2554805
1620,0.2764021
1621,0.2973237
1622,0.3182453
1623,0.2608044
1624,0.2033636
1625,0.1459228
1626,0.1043834
1627,0.062844
1628,0.0213046
1629,0.0142031
1630,0.0071015
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0.0228798
1639,0.0457597
1640,0.0686395
1641,0.1273645
1642,0.1860894
1643,0.2448143
1644,0.2601095
1645,0.2754048
1646,0.2907001
1647,0.2365587
1648,0.1824172
1649,0.1282757
1650,0.0914222
1651,0.0545686
1652,0.0177151
1653,0.0118101
1654,0.005905
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0.014789
1663,0.0295779
1664,0.0443669
1665,0.086922
1666,0.1294771
1667,0.1720321
1668,0.1941046
1669,0.2161771
1670,0.2382496
1671,0.1955419
1672,0.1528343
1673,0.1101266
1674,0.0781295
1675,0.0461325
1676,0.0141354
1677,0.0094236
1678,0.0047118
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0.0188475
1687,0.0376951
1688,0.0565426
1689,0.1138171
1690,0.1710915
1691,0.2283659
1692,0.2497387
1693,0.2711115
1694,0.2924843
1695,0.2393742
1696,0.1862641
1697,0.133154
1698,0.0949005
1699,0.0566471
1700,0.0183937
1701,0.0122624
1702,0.0061312
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0.0128916
1711,0.0257831
1712,0.0386747
1713,0.0829646
1714,0.1272545
1715,0.1715444
1716,0.1864361
1717,0.2013279
1718,0.2162196
1719,0.1748838
1720,0.1335479
1721,0.0922121
1722,0.0651449
1723,0.0380778
1724,0.0110107
1725,0.0073405
1726,0.0036702
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0.0132543
1735,0.0265085
1736,0.0397628
1737,0.0808513
1738,0.1219398
1739,0.1630283
1740,0.1728423
1741,0.1826563
1742,0.1924703
1743,0.159408
1744,0.1263458
1745,0.0932836
1746,0.0676663
1747,0.0420491
1748,0.0164318
1749,0.0109546
1750,0.0054773
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0.015166
1759,0.030332
1760,0.045498
1761,0.0648762
1762,0.0842544
1763,0.1036326
1764,0.1056677
1765,0.1077027
1766,0.1097378
1767,0.0877804
1768,0.0658229
1769,0.0438654
1770,0.0307634
1771,0.0176613
1772,0.0045593
1773,0.0030395
1774,0.0015198
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0.0220193
1783,0.0440387
1784,0.066058
1785,0.1229772
1786,0.1798964
1787,0.2368155
1788,0.2459535
1789,0.2550915
1790,0.2642294
1791,0.2120929
1792,0.1599563
1793,0.1078197
1794,0.076304
1795,0.0447883
1796,0.0132725
1797,0.0088483
1798,0.0044242
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0.0211721
1807,0.0423443
1808,0.0635164
1809,0.1294413
1810,0.1953662
1811,0.2612911
1812,0.2845359
1813,0.3077807
1814,0.3310255
1815,0.2716807
1816,0.2123358
1817,0.1529909
1818,0.1094499
1819,0.0659089
1820,0.0223679
1821,0.0149119
1822,0.007456
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0.0311232
1831,0.0622465
1832,0.0933697
1833,0.1479564
1834,0.2025431
1835,0.2571298
1836,0.2767662
1837,0.2964027
1838,0.3160391
1839,0.2587746
1840,0.2015101
1841,0.1442455
1842,0.1025977
1843,0.0609498
1844,0.019302
1845,0.012868
1846,0.006434
1847,0
1848,0
1849,0
1850,0
1851,0.00000307
1852,0.00000614
1853,0.00000921
1854,0.0081695
1855,0.0163299
1856,0.0244902
1857,0.0595855
1858,0.0946808
1859,0.1297761
1860,0.16108
1861,0.1923839
1862,0.2236878
1863,0.1847808
1864,0.1458737
1865,0.1069667
1866,0.0753477
1867,0.0437286
1868,0.0121096
1869,0.0080731
1870,0.0040365
1871,0
1872,0
1873,0
1874,0
1875,0
