hour,nl_node_1,nl_node_2,nl_node_3
1918,0.12318,0.10110,0.09027
1919,0.12318,0.10110,0.09027
1920,0.13477,0.11061,0.09877
1921,0.14679,0.12047,0.10757
1922,0.14679,0.12047,0.10757
1923,0.20897,0.17151,0.15314
1924,0.27851,0.22857,0.20410
1925,0.27851,0.22857,0.20410
1926,0.30196,0.24782,0.22129
1927,0.32593,0.26750,0.23885
1928,0.32593,0.26750,0.23885
1929,0.33111,0.27175,0.24265
1930,0.33631,0.27602,0.24646
1931,0.33631,0.27602,0.24646
1932,0.38034,0.31215,0.27873
1933,0.42543,0.34916,0.31177
1934,0.42543,0.34916,0.31177
1935,0.45840,0.37622,0.33593
1936,0.49164,0.40350,0.36029
1937,0.49164,0.40350,0.36029
1938,0.51632,0.42375,0.37838
1939,0.54102,0.44403,0.39648
1940,0.54102,0.44403,0.39648
1941,0.61356,0.50356,0.44964
1942,0.68474,0.56198,0.50180
1943,0.68474,0.56198,0.50180
1944,0.68402,0.56139,0.50128
1945,0.68330,0.56080,0.50075
1946,0.68330,0.56080,0.50075
1947,0.53978,0.44301,0.39557
1948,0.39585,0.32488,0.29009
1949,0.39585,0.32488,0.29009
1950,0.24038,0.19728,0.17616
1951,0.11310,0.09282,0.08288
1952,0.11310,0.09282,0.08288
1953,0.05094,0.04181,0.03733
1954,0.01342,0.01102,0.00984
1955,0.01342,0.01102,0.00984
1956,0.02391,0.01963,0.01752
1957,0.03806,0.03124,0.02789
1958,0.03806,0.03124,0.02789
1959,0.02859,0.02347,0.02095
1960,0.02059,0.01690,0.01509
1961,0.02059,0.01690,0.01509
1962,0.04828,0.03962,0.03538
1963,0.08765,0.07193,0.06423
1964,0.08765,0.07193,0.06423
1965,0.20620,0.16923,0.15111
1966,0.35704,0.29303,0.26165
1967,0.35704,0.29303,0.26165
1968,0.38231,0.31377,0.28017
1969,0.40792,0.33479,0.29894
1970,0.40792,0.33479,0.29894
1971,0.37710,0.30949,0.27635
1972,0.34679,0.28462,0.25414
1973,0.34679,0.28462,0.25414
1974,0.35918,0.29479,0.26322
1975,0.37167,0.30504,0.27238
1976,0.37167,0.30504,0.27238
1977,0.41696,0.34220,0.30556
1978,0.46305,0.38004,0.33934
1979,0.46305,0.38004,0.33934
1980,0.44616,0.36617,0.32696
1981,0.42935,0.35237,0.31464
1982,0.42935,0.35237,0.31464
1983,0.38530,0.31623,0.28237
1984,0.34223,0.28088,0.25080
1985,0.34223,0.28088,0.25080
1986,0.29556,0.24257,0.21660
1987,0.25088,0.20590,0.18385
1988,0.25088,0.20590,0.18385
1989,0.26242,0.21537,0.19231
1990,0.27412,0.22498,0.20089
1991,0.27412,0.22498,0.20089
1992,0.26588,0.21821,0.19485
1993,0.25771,0.21151,0.18886
1994,0.25771,0.21151,0.18886
1995,0.28969,0.23775,0.21230
1996,0.32271,0.26486,0.23650
1997,0.32271,0.26486,0.23650
1998,0.39316,0.32268,0.28813
1999,0.46610,0.38254,0.34157
2000,0.46610,0.38254,0.34157
2001,0.49090,0.40289,0.35975
2002,0.51578,0.42331,0.37798
2003,0.51578,0.42331,0.37798
2004,0.50356,0.41328,0.36902
2005,0.49135,0.40326,0.36008
2006,0.49135,0.40326,0.36008
2007,0.43726,0.35887,0.32044
2008,0.38409,0.31523,0.28148
2009,0.38409,0.31523,0.28148
2010,0.45235,0.37125,0.33150
2011,0.52186,0.42830,0.38244
2012,0.52186,0.42830,0.38244
2013,0.63238,0.51901,0.46343
2014,0.73901,0.60652,0.54158
2015,0.73901,0.60652,0.54158
2016,0.77651,0.63729,0.56905
2017,0.81266,0.66696,0.59555
2018,0.81266,0.66696,0.59555
2019,0.77597,0.63685,0.56866
2020,0.73791,0.60561,0.54077
2021,0.73791,0.60561,0.54077
2022,0.62192,0.51042,0.45577
2023,0.50185,0.41188,0.36778
2024,0.50185,0.41188,0.36778
2025,0.41258,0.33861,0.30235
2026,0.32645,0.26792,0.23923
2027,0.32645,0.26792,0.23923
2028,0.31771,0.26075,0.23283
2029,0.30903,0.25363,0.22647
2030,0.30903,0.25363,0.22647
2031,0.31127,0.25547,0.22811
2032,0.31352,0.25731,0.22976
2033,0.31352,0.25731,0.22976
2034,0.34275,0.28130,0.25118
2035,0.37259,0.30579,0.27305
2036,0.37259,0.30579,0.27305
2037,0.43448,0.35659,0.31841
2038,0.49766,0.40844,0.36470
2039,0.49766,0.40844,0.36470
2040,0.52259,0.42890,0.38297
2041,0.54755,0.44938,0.40126
2042,0.54755,0.44938,0.40126
2043,0.57729,0.47380,0.42306
2044,0.60692,0.49811,0.44477
2045,0.60692,0.49811,0.44477
2046,0.58146,0.47721,0.42611
2047,0.55589,0.45623,0.40738
2048,0.55589,0.45623,0.40738
2049,0.50133,0.41145,0.36739
2050,0.44707,0.36692,0.32763
2051,0.44707,0.36692,0.32763
2052,0.38929,0.31949,0.28528
2053,0.33311,0.27339,0.24412
2054,0.33311,0.27339,0.24412
2055,0.37964,0.31158,0.27821
2056,0.42736,0.35074,0.31318
2057,0.42736,0.35074,0.31318
2058,0.39000,0.32008,0.28581
2059,0.35333,0.28998,0.25893
2060,0.35333,0.28998,0.25893
2061,0.33409,0.27419,0.24483
2062,0.31512,0.25863,0.23093
2063,0.31512,0.25863,0.23093
2064,0.35392,0.29047,0.25936
2065,0.39371,0.32313,0.28853
2066,0.39371,0.32313,0.28853
2067,0.45042,0.36967,0.33009
2068,0.50802,0.41695,0.37230
2069,0.50802,0.41695,0.37230
2070,0.57032,0.46807,0.41795
2071,0.63216,0.51882,0.46327
2072,0.63216,0.51882,0.46327
2073,0.69469,0.57014,0.50909
2074,0.75507,0.61970,0.55334
2075,0.75507,0.61970,0.55334
2076,0.74723,0.61327,0.54760
2077,0.73934,0.60679,0.54182
2078,0.73934,0.60679,0.54182
2079,0.69306,0.56881,0.50790
2080,0.64554,0.52981,0.47308
2081,0.64554,0.52981,0.47308
2082,0.58511,0.48021,0.42879
2083,0.52407,0.43012,0.38406
2084,0.52407,0.43012,0.38406
2085,0.49232,0.40406,0.36079
2086,0.46071,0.37811,0.33762
2087,0.46071,0.37811,0.33762
2088,0.36238,0.29741,0.26556
2089,0.26967,0.22132,0.19762
2090,0.26967,0.22132,0.19762
2091,0.12810,0.10513,0.09388
2092,0.03364,0.02761,0.02465
2093,0.03364,0.02761,0.02465
2094,0.01515,0.01244,0.01110
2095,0.00554,0.00455,0.00406
2096,0.00554,0.00455,0.00406
2097,0.00948,0.00778,0.00694
2098,0.01601,0.01314,0.01173
2099,0.01601,0.01314,0.01173
2100,0.03057,0.02509,0.02241
2101,0.05040,0.04137,0.03694
2102,0.05040,0.04137,0.03694
2103,0.05421,0.04449,0.03973
2104,0.05815,0.04772,0.04261
2105,0.05815,0.04772,0.04261
2106,0.19738,0.16199,0.14465
2107,0.39006,0.32013,0.28585
2108,0.39006,0.32013,0.28585
2109,0.56209,0.46132,0.41192
2110,0.73140,0.60027,0.53600
2111,0.73140,0.60027,0.53600
2112,0.73140,0.60027,0.53600
2113,0.73140,0.60027,0.53600
2114,0.78742,0.64625,0.57705
2115,0.78742,0.64625,0.57705
2116,0.68911,0.56557,0.50501
2117,0.58519,0.48028,0.42885
2118,0.58519,0.48028,0.42885
2119,0.49604,0.40711,0.36352
2120,0.40784,0.33472,0.29888
2121,0.40784,0.33472,0.29888
2122,0.36244,0.29746,0.26561
2123,0.31827,0.26121,0.23324
2124,0.31827,0.26121,0.23324
2125,0.31325,0.25709,0.22956
2126,0.30826,0.25299,0.22590
2127,0.30826,0.25299,0.22590
2128,0.41286,0.33884,0.30256
2129,0.52215,0.42854,0.38265
2130,0.52215,0.42854,0.38265
2131,0.57966,0.47574,0.42480
2132,0.63669,0.52254,0.46659
2133,0.63669,0.52254,0.46659
2134,0.74983,0.61540,0.54950
2135,0.85311,0.70017,0.62519
2136,0.85311,0.70017,0.62519
2137,0.91773,0.75320,0.67255
2138,0.97279,0.79839,0.71290
2139,0.97279,0.79839,0.71290
2140,1.00981,0.82877,0.74003
2141,1.03789,0.85181,0.76060
2142,1.03789,0.85181,0.76060
2143,1.05182,0.86325,0.77081
2144,1.06029,0.87020,0.77702
2145,1.06029,0.87020,0.77702
2146,1.05458,0.86552,0.77284
2147,1.00473,0.82460,0.73630
2148,1.00473,0.82460,0.73630
2149,1.01375,0.83200,0.74291
2150,1.02196,0.83874,0.74893
2151,1.02196,0.83874,0.74893
2152,1.05823,0.86851,0.77551
2153,1.05939,0.86946,0.77636
2154,1.05939,0.86946,0.77636
2155,1.03178,0.84680,0.75613
2156,0.98023,0.80449,0.71835
2157,0.98023,0.80449,0.71835
2158,0.93268,0.76547,0.68350
2159,0.87702,0.71978,0.64271
2160,0.87702,0.71978,0.64271
2161,0.85308,0.70014,0.62517
2162,0.82819,0.67971,0.60693
2163,0.82819,0.67971,0.60693
2164,0.78744,0.64627,0.57707
2165,0.74486,0.61132,0.54586
2166,0.74486,0.61132,0.54586
2167,0.75432,0.61909,0.55280
2168,0.76371,0.62679,0.55968
2169,0.76371,0.62679,0.55968
2170,0.83642,0.68647,0.61296
2171,0.90213,0.74040,0.66112
2172,0.90213,0.74040,0.66112
2173,0.89175,0.73187,0.65351
2174,0.88112,0.72316,0.64572
2175,0.88112,0.72316,0.64572
2176,0.87004,0.71406,0.63760
2177,0.85873,0.70478,0.62931
2178,0.85873,0.70478,0.62931
2179,0.77599,0.63687,0.56868
2180,0.68584,0.56288,0.50261
2181,0.68584,0.56288,0.50261
2182,0.68917,0.56562,0.50505
2183,0.69251,0.56835,0.50749
2184,0.69251,0.56835,0.50749
2185,0.68948,0.56587,0.50528
2186,0.68644,0.56338,0.50305
2187,0.68644,0.56338,0.50305
2188,0.67848,0.55684,0.49721
2189,0.67048,0.55028,0.49135
2190,0.67048,0.55028,0.49135
2191,0.70081,0.57517,0.51358
2192,0.73061,0.59962,0.53542
2193,0.73061,0.59962,0.53542
2194,0.74973,0.61532,0.54943
2195,0.76856,0.63077,0.56323
2196,0.76856,0.63077,0.56323
2197,0.75494,0.61960,0.55325
2198,0.74116,0.60828,0.54315
2199,0.74116,0.60828,0.54315
2200,0.67081,0.55055,0.49159
2201,0.59805,0.49083,0.43827
2202,0.59805,0.49083,0.43827
2203,0.61406,0.50397,0.45001
2204,0.63001,0.51706,0.46169
2205,0.63001,0.51706,0.46169
2206,0.60832,0.49926,0.44580
2207,0.58652,0.48136,0.42982
2208,0.58652,0.48136,0.42982
2209,0.53911,0.44246,0.39508
2210,0.49166,0.40351,0.36031
2211,0.49166,0.40351,0.36031
2212,0.48353,0.39684,0.35435
2213,0.47540,0.39017,0.34839
2214,0.47540,0.39017,0.34839
2215,0.48195,0.39554,0.35319
2216,0.48849,0.40092,0.35799
2217,0.48849,0.40092,0.35799
2218,0.49498,0.40624,0.36274
2219,0.50147,0.41157,0.36750
2220,0.50147,0.41157,0.36750
2221,0.42115,0.34565,0.30864
2222,0.34320,0.28167,0.25151
2223,0.34320,0.28167,0.25151
2224,0.27319,0.22421,0.20021
2225,0.20824,0.17091,0.15261
2226,0.20824,0.17091,0.15261
2227,0.20225,0.16599,0.14821
2228,0.19632,0.16112,0.14387
2229,0.19632,0.16112,0.14387
2230,0.23857,0.19580,0.17483
2231,0.28345,0.23263,0.20772
2232,0.28345,0.23263,0.20772
2233,0.28309,0.23234,0.20746
2234,0.28274,0.23205,0.20720
2235,0.28274,0.23205,0.20720
2236,0.25619,0.21026,0.18775
2237,0.23048,0.18916,0.16891
2238,0.23048,0.18916,0.16891
2239,0.15141,0.12426,0.11096
2240,0.08609,0.07066,0.06309
2241,0.08609,0.07066,0.06309
2242,0.05111,0.04195,0.03745
2243,0.02513,0.02062,0.01841
2244,0.02513,0.02062,0.01841
2245,0.07111,0.05837,0.05212
2246,0.13855,0.11371,0.10153
2247,0.13855,0.11371,0.10153
2248,0.25766,0.21147,0.18882
2249,0.39780,0.32648,0.29152
2250,0.39780,0.32648,0.29152
2251,0.38357,0.31480,0.28109
2252,0.36944,0.30321,0.27074
2253,0.36944,0.30321,0.27074
2254,0.35409,0.29061,0.25949
2255,0.33889,0.27813,0.24835
2256,0.33889,0.27813,0.24835
2257,0.33545,0.27531,0.24583
2258,0.33201,0.27249,0.24331
2259,0.33201,0.27249,0.24331
2260,0.29913,0.24550,0.21922
2261,0.26724,0.21933,0.19584
2262,0.26724,0.21933,0.19584
2263,0.27107,0.22247,0.19865
2264,0.27492,0.22563,0.20147
2265,0.27492,0.22563,0.20147
2266,0.32895,0.26997,0.24106
2267,0.38533,0.31625,0.28238
2268,0.38533,0.31625,0.28238
2269,0.43846,0.35985,0.32132
2270,0.49249,0.40419,0.36091
2271,0.49249,0.40419,0.36091
2272,0.54476,0.44709,0.39922
2273,0.59693,0.48991,0.43746
2274,0.59693,0.48991,0.43746
2275,0.58830,0.48283,0.43113
2276,0.57965,0.47573,0.42479
2277,0.57965,0.47573,0.42479
2278,0.57840,0.47471,0.42388
2279,0.57716,0.47369,0.42296
2280,0.57716,0.47369,0.42296
2281,0.55478,0.45532,0.40656
2282,0.53237,0.43692,0.39014
2283,0.53237,0.43692,0.39014
2284,0.50310,0.41291,0.36869
2285,0.47392,0.38896,0.34731
2286,0.47392,0.38896,0.34731
2287,0.47694,0.39144,0.34952
2288,0.47996,0.39392,0.35174
2289,0.47996,0.39392,0.35174
2290,0.46641,0.38279,0.34180
2291,0.45290,0.37170,0.33190
2292,0.45290,0.37170,0.33190
2293,0.43337,0.35568,0.31759
2294,0.41398,0.33976,0.30338
2295,0.41398,0.33976,0.30338
2296,0.38157,0.31316,0.27963
2297,0.34970,0.28701,0.25628
2298,0.34970,0.28701,0.25628
2299,0.39404,0.32340,0.28877
2300,0.43934,0.36058,0.32197
2301,0.43934,0.36058,0.32197
2302,0.47789,0.39221,0.35022
2303,0.51671,0.42407,0.37866
2304,0.51671,0.42407,0.37866
2305,0.47473,0.38962,0.34790
2306,0.43309,0.35545,0.31739
2307,0.43309,0.35545,0.31739
2308,0.36342,0.29827,0.26633
2309,0.29659,0.24342,0.21735
2310,0.29659,0.24342,0.21735
2311,0.25539,0.20960,0.18716
2312,0.21618,0.17743,0.15843
2313,0.21618,0.17743,0.15843
2314,0.14220,0.11671,0.10421
2315,0.08123,0.06667,0.05953
2316,0.08123,0.06667,0.05953
2317,0.04177,0.03428,0.03061
2318,0.01561,0.01281,0.01144
2319,0.01561,0.01281,0.01144
2320,0.01250,0.01026,0.00916
2321,0.00987,0.00810,0.00724
2322,0.00987,0.00810,0.00724
2323,0.01939,0.01591,0.01421
2324,0.03321,0.02726,0.02434
2325,0.03321,0.02726,0.02434
2326,0.07196,0.05906,0.05273
2327,0.12417,0.10191,0.09100
2328,0.12417,0.10191,0.09100
2329,0.17258,0.14164,0.12647
2330,0.22680,0.18614,0.16620
2331,0.22680,0.18614,0.16620
2332,0.24603,0.20192,0.18030
2333,0.26576,0.21812,0.19476
2334,0.26576,0.21812,0.19476
2335,0.29119,0.23899,0.21340
2336,0.31727,0.26039,0.23251
2337,0.31727,0.26039,0.23251
2338,0.31634,0.25963,0.23183
2339,0.31541,0.25886,0.23115
2340,0.31541,0.25886,0.23115
2341,0.29851,0.24499,0.21876
2342,0.28187,0.23133,0.20656
2343,0.28187,0.23133,0.20656
2344,0.21750,0.17851,0.15940
2345,0.15915,0.13062,0.11663
2346,0.15915,0.13062,0.11663
2347,0.13746,0.11281,0.10073
2348,0.11707,0.09608,0.08579
2349,0.11707,0.09608,0.08579
2350,0.10147,0.08328,0.07436
2351,0.08684,0.07127,0.06364
2352,0.08684,0.07127,0.06364
2353,0.10048,0.08247,0.07364
2354,0.11498,0.09437,0.08426
2355,0.11498,0.09437,0.08426
2356,0.12238,0.10044,0.08968
2357,0.12996,0.10666,0.09524
2358,0.12996,0.10666,0.09524
2359,0.11075,0.09089,0.08116
2360,0.09285,0.07621,0.06805
2361,0.09285,0.07621,0.06805
2362,0.06665,0.05470,0.04884
2363,0.04456,0.03657,0.03265
2364,0.04456,0.03657,0.03265
2365,0.07692,0.06313,0.05637
2366,0.11716,0.09616,0.08586
2367,0.11716,0.09616,0.08586
2368,0.10927,0.08968,0.08008
2369,0.10162,0.08340,0.07447
2370,0.10162,0.08340,0.07447
2371,0.09194,0.07545,0.06737
2372,0.08268,0.06786,0.06059
2373,0.08268,0.06786,0.06059
2374,0.06468,0.05308,0.04740
2375,0.04877,0.04003,0.03574
2376,0.04877,0.04003,0.03574
2377,0.03663,0.03006,0.02684
2378,0.02628,0.02157,0.01926
2379,0.02628,0.02157,0.01926
2380,0.04369,0.03586,0.03202
2381,0.06556,0.05381,0.04805
2382,0.06556,0.05381,0.04805
2383,0.08349,0.06852,0.06119
2384,0.10335,0.08482,0.07574
2385,0.10335,0.08482,0.07574
2386,0.11885,0.09754,0.08710
2387,0.13525,0.11100,0.09912
2388,0.13525,0.11100,0.09912
2389,0.17564,0.14415,0.12872
2390,0.21988,0.18046,0.16114
2391,0.21988,0.18046,0.16114
2392,0.25136,0.20630,0.18421
2393,0.28415,0.23321,0.20823
2394,0.28415,0.23321,0.20823
2395,0.31504,0.25856,0.23087
2396,0.34676,0.28459,0.25412
2397,0.34676,0.28459,0.25412
2398,0.35515,0.29148,0.26027
2399,0.36359,0.29841,0.26645
2400,0.36359,0.29841,0.26645
2401,0.33373,0.27390,0.24457
2402,0.30451,0.24992,0.22316
2403,0.30451,0.24992,0.22316
2404,0.31240,0.25639,0.22894
2405,0.32034,0.26291,0.23475
2406,0.32034,0.26291,0.23475
2407,0.35759,0.29348,0.26205
2408,0.39574,0.32479,0.29001
2409,0.39574,0.32479,0.29001
2410,0.44000,0.36112,0.32245
2411,0.48488,0.39795,0.35534
2412,0.48488,0.39795,0.35534
2413,0.51523,0.42286,0.37758
2414,0.54563,0.44781,0.39986
2415,0.54563,0.44781,0.39986
2416,0.61864,0.50773,0.45336
2417,0.69019,0.56645,0.50579
2418,0.69019,0.56645,0.50579
2419,0.64744,0.53136,0.47447
2420,0.60398,0.49570,0.44262
2421,0.60398,0.49570,0.44262
2422,0.57302,0.47029,0.41993
2423,0.54195,0.44479,0.39716
2424,0.54195,0.44479,0.39716
2425,0.46090,0.37827,0.33776
2426,0.38138,0.31300,0.27949
2427,0.38138,0.31300,0.27949
2428,0.37396,0.30691,0.27405
2429,0.36657,0.30085,0.26863
2430,0.36657,0.30085,0.26863
2431,0.40998,0.33648,0.30045
2432,0.45420,0.37277,0.33285
2433,0.45420,0.37277,0.33285
2434,0.48540,0.39837,0.35572
2435,0.51674,0.42410,0.37869
2436,0.51674,0.42410,0.37869
2437,0.57097,0.46860,0.41843
2438,0.62484,0.51282,0.45791
2439,0.62484,0.51282,0.45791
2440,0.65602,0.53840,0.48075
2441,0.68680,0.56367,0.50331
2442,0.68680,0.56367,0.50331
2443,0.68979,0.56612,0.50550
2444,0.69277,0.56857,0.50769
2445,0.69277,0.56857,0.50769
2446,0.66858,0.54871,0.48996
2447,0.64411,0.52864,0.47203
2448,0.64411,0.52864,0.47203
2449,0.56789,0.46608,0.41617
2450,0.49102,0.40299,0.35984
2451,0.49102,0.40299,0.35984
2452,0.46145,0.37872,0.33817
2453,0.43209,0.35462,0.31665
2454,0.43209,0.35462,0.31665
2455,0.42741,0.35078,0.31322
2456,0.42275,0.34696,0.30980
2457,0.42275,0.34696,0.30980
2458,0.42287,0.34706,0.30990
2459,0.42300,0.34716,0.30999
2460,0.42300,0.34716,0.30999
2461,0.40978,0.33631,0.30030
2462,0.39663,0.32552,0.29067
2463,0.39663,0.32552,0.29067
2464,0.46707,0.38333,0.34228
2465,0.53859,0.44203,0.39470
2466,0.53859,0.44203,0.39470
2467,0.52347,0.42962,0.38362
2468,0.50835,0.41722,0.37254
2469,0.50835,0.41722,0.37254
2470,0.41331,0.33921,0.30289
2471,0.32181,0.26412,0.23584
2472,0.32181,0.26412,0.23584
2473,0.26781,0.21980,0.19626
2474,0.21695,0.17806,0.15899
2475,0.21695,0.17806,0.15899
2476,0.19066,0.15648,0.13972
2477,0.16563,0.13593,0.12138
2478,0.16563,0.13593,0.12138
2479,0.16938,0.13901,0.12412
2480,0.17315,0.14211,0.12689
2481,0.17315,0.14211,0.12689
2482,0.18668,0.15321,0.13681
2483,0.20058,0.16462,0.14699
2484,0.20058,0.16462,0.14699
2485,0.24991,0.20511,0.18314
2486,0.30259,0.24834,0.22175
2487,0.30259,0.24834,0.22175
2488,0.34981,0.28709,0.25635
2489,0.39856,0.32711,0.29208
2490,0.39856,0.32711,0.29208
2491,0.43711,0.35875,0.32033
2492,0.47614,0.39078,0.34894
2493,0.47614,0.39078,0.34894
2494,0.45668,0.37480,0.33467
2495,0.43730,0.35890,0.32047
2496,0.43730,0.35890,0.32047
2497,0.37049,0.30407,0.27151
2498,0.30615,0.25126,0.22436
2499,0.30615,0.25126,0.22436
2500,0.25494,0.20923,0.18683
2501,0.20679,0.16972,0.15154
2502,0.20679,0.16972,0.15154
2503,0.19302,0.15842,0.14146
2504,0.17961,0.14741,0.13162
2505,0.17961,0.14741,0.13162
2506,0.16026,0.13153,0.11745
2507,0.14179,0.11637,0.10391
2508,0.14179,0.11637,0.10391
2509,0.18185,0.14924,0.13326
2510,0.22549,0.18507,0.16525
2511,0.22549,0.18507,0.16525
2512,0.32905,0.27005,0.24114
2513,0.44171,0.36252,0.32370
2514,0.44171,0.36252,0.32370
2515,0.45073,0.36992,0.33031
2516,0.45977,0.37734,0.33694
2517,0.45977,0.37734,0.33694
2518,0.42351,0.34759,0.31037
2519,0.38773,0.31822,0.28414
2520,0.38773,0.31822,0.28414
2521,0.39637,0.32531,0.29048
2522,0.40505,0.33243,0.29683
2523,0.40505,0.33243,0.29683
2524,0.36250,0.29751,0.26565
2525,0.32102,0.26347,0.23526
2526,0.32102,0.26347,0.23526
2527,0.32986,0.27072,0.24173
2528,0.33875,0.27802,0.24825
2529,0.33875,0.27802,0.24825
2530,0.35481,0.29120,0.26002
2531,0.37104,0.30452,0.27191
2532,0.37104,0.30452,0.27191
2533,0.35485,0.29123,0.26005
2534,0.33883,0.27808,0.24830
2535,0.33883,0.27808,0.24830
2536,0.31608,0.25941,0.23163
2537,0.29375,0.24109,0.21527
2538,0.29375,0.24109,0.21527
2539,0.26092,0.21414,0.19121
2540,0.22932,0.18821,0.16805
2541,0.22932,0.18821,0.16805
2542,0.15378,0.12621,0.11270
2543,0.09066,0.07441,0.06644
2544,0.09066,0.07441,0.06644
2545,0.04870,0.03997,0.03569
2546,0.01970,0.01617,0.01444
2547,0.01970,0.01617,0.01444
2548,0.01302,0.01068,0.00954
2549,0.00817,0.00671,0.00599
2550,0.00817,0.00671,0.00599
2551,0.02890,0.02372,0.02118
2552,0.06563,0.05386,0.04809
2553,0.06563,0.05386,0.04809
2554,0.08066,0.06620,0.05911
2555,0.09709,0.07968,0.07115
2556,0.09709,0.07968,0.07115
2557,0.08929,0.07328,0.06543
2558,0.08178,0.06712,0.05993
2559,0.08178,0.06712,0.05993
2560,0.06479,0.05317,0.04748
2561,0.04967,0.04076,0.03640
2562,0.04967,0.04076,0.03640
2563,0.03122,0.02562,0.02288
2564,0.01731,0.01421,0.01269
2565,0.01731,0.01421,0.01269
2566,0.01226,0.01006,0.00898
2567,0.00841,0.00690,0.00616
2568,0.00841,0.00690,0.00616
2569,0.01189,0.00976,0.00871
2570,0.01639,0.01345,0.01201
2571,0.01639,0.01345,0.01201
2572,0.01502,0.01233,0.01101
2573,0.01373,0.01126,0.01006
2574,0.01373,0.01126,0.01006
2575,0.00844,0.00692,0.00618
2576,0.00527,0.00433,0.00386
2577,0.00527,0.00433,0.00386
2578,0.00433,0.00355,0.00317
2579,0.00586,0.00481,0.00429
2580,0.00586,0.00481,0.00429
2581,0.00572,0.00469,0.00419
2582,0.01683,0.01382,0.01234
2583,0.01683,0.01382,0.01234
2584,0.06934,0.05691,0.05082
2585,0.15519,0.12737,0.11373
2586,0.15519,0.12737,0.11373
2587,0.18864,0.15482,0.13825
2588,0.22443,0.18419,0.16447
2589,0.22443,0.18419,0.16447
2590,0.20838,0.17102,0.15271
2591,0.19276,0.15820,0.14126
2592,0.19276,0.15820,0.14126
2593,0.20699,0.16988,0.15169
2594,0.22157,0.18185,0.16238
2595,0.22157,0.18185,0.16238
2596,0.22514,0.18477,0.16499
2597,0.22872,0.18771,0.16761
2598,0.22872,0.18771,0.16761
2599,0.18367,0.15074,0.13460
2600,0.14239,0.11686,0.10435
2601,0.14239,0.11686,0.10435
2602,0.11173,0.09170,0.08188
2603,0.08428,0.06917,0.06176
2604,0.08428,0.06917,0.06176
2605,0.06593,0.05411,0.04832
2606,0.04971,0.04080,0.03643
2607,0.04971,0.04080,0.03643
2608,0.04128,0.03388,0.03025
2609,0.03363,0.02760,0.02465
2610,0.03363,0.02760,0.02465
2611,0.04228,0.03470,0.03099
2612,0.05194,0.04263,0.03806
2613,0.05194,0.04263,0.03806
2614,0.05611,0.04605,0.04112
2615,0.06043,0.04960,0.04429
2616,0.06043,0.04960,0.04429
2617,0.06740,0.05532,0.04940
2618,0.07473,0.06133,0.05477
2619,0.07473,0.06133,0.05477
2620,0.08205,0.06734,0.06013
2621,0.08967,0.07359,0.06571
2622,0.08967,0.07359,0.06571
2623,0.17397,0.14278,0.12749
2624,0.27790,0.22807,0.20365
2625,0.27790,0.22807,0.20365
2626,0.39621,0.32518,0.29036
2627,0.52161,0.42810,0.38226
2628,0.52161,0.42810,0.38226
2629,0.59341,0.48703,0.43488
2630,0.66423,0.54515,0.48677
2631,0.66423,0.54515,0.48677
2632,0.64711,0.53109,0.47423
2633,0.62987,0.51695,0.46160
2634,0.62987,0.51695,0.46160
2635,0.55135,0.45250,0.40405
2636,0.47247,0.38776,0.34624
2637,0.47247,0.38776,0.34624
2638,0.44345,0.36395,0.32497
2639,0.41467,0.34033,0.30389
2640,0.41467,0.34033,0.30389
2641,0.40678,0.33385,0.29810
2642,0.39892,0.32740,0.29234
2643,0.39892,0.32740,0.29234
2644,0.30764,0.25249,0.22545
2645,0.22325,0.18323,0.16361
2646,0.22325,0.18323,0.16361
2647,0.19755,0.16213,0.14477
2648,0.17300,0.14198,0.12678
2649,0.17300,0.14198,0.12678
2650,0.22746,0.18668,0.16669
2651,0.28674,0.23533,0.21013
2652,0.28674,0.23533,0.21013
2653,0.38291,0.31426,0.28061
2654,0.48423,0.39742,0.35486
2655,0.48423,0.39742,0.35486
2656,0.47614,0.39078,0.34893
2657,0.46806,0.38415,0.34301
2658,0.46806,0.38415,0.34301
2659,0.41005,0.33654,0.30050
2660,0.35341,0.29005,0.25899
2661,0.35341,0.29005,0.25899
2662,0.28630,0.23497,0.20981
2663,0.22348,0.18341,0.16378
2664,0.22348,0.18341,0.16378
2665,0.15730,0.12910,0.11527
2666,0.10056,0.08253,0.07369
2667,0.10056,0.08253,0.07369
2668,0.08719,0.07156,0.06389
2669,0.07468,0.06129,0.05472
2670,0.07468,0.06129,0.05472
2671,0.05592,0.04589,0.04098
2672,0.03979,0.03266,0.02916
2673,0.03979,0.03266,0.02916
2674,0.02495,0.02047,0.01828
2675,0.01392,0.01143,0.01020
2676,0.01392,0.01143,0.01020
2677,0.01631,0.01339,0.01195
2678,0.01895,0.01555,0.01388
2679,0.01895,0.01555,0.01388
2680,0.02390,0.01961,0.01751
2681,0.02952,0.02423,0.02164
2682,0.02952,0.02423,0.02164
2683,0.03216,0.02640,0.02357
2684,0.03493,0.02867,0.02560
2685,0.03493,0.02867,0.02560
2686,0.02198,0.01804,0.01611
2687,0.01243,0.01020,0.00911
2688,0.01243,0.01020,0.00911
2689,0.01096,0.00899,0.00803
2690,0.00963,0.00790,0.00706
2691,0.00963,0.00790,0.00706
2692,0.00883,0.00724,0.00647
2693,0.00809,0.00664,0.00593
