,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
biomassPrice-21,4.5,4.49583495900346,4.64820806875884,4.52956816899572,4.66808608842509,4.84412450732762,4.75601896070203,4.85485682597465,4.85001983608343,4.84145266991504,4.82008067205752,4.9017839117815,5.12119766336937,5.16370652465995,5.20407568335328,5.27291066187792,5.18131952465143,5.13356042277285,5.03145213779372,5.04377342197363,5.1502131612683,5.14850275835292,5.15443844137263,5.18007666074839,5.28871088691122,5.43633370098632,5.65975245314065,5.71507337022787,5.74225866126929,5.96494702443572,5.99044404207726,5.86928854961029,5.81344672253697,5.76993600669408,5.87328428407812,5.74400364544198,5.74634972434533,5.87798027674649,5.96807329607514,5.99212223821364,6.05405379422966,6.30721356313822,6.27073908462236,6.30608235300665,6.3836699949187,6.369498128213,6.40025837586058,6.40132648299788,6.50389738414257,6.47906578151935
biomassPrice-22,4.5,4.52802749175112,4.58666783864319,4.62551057268047,4.60109646177309,4.64171430916701,4.70011539995701,4.87553589598728,5.03607060862688,5.08286344650191,5.15735946074047,5.1091623164585,5.1596296498439,5.20544806736805,5.30996491101276,5.29581186995759,5.23488730130229,5.27594148585963,5.38677174440799,5.42166279782375,5.54543699386273,5.66568226006238,5.67344086893107,5.60850973694748,5.63461646548441,5.529683538547,5.70679568614255,5.75855893897117,5.98716866770252,5.85817359115263,6.05963135817723,6.1653370124985,6.16493633462174,6.25607396646207,6.35867512088601,6.60362330535043,6.87478209200124,6.94878495954035,6.90877952945281,6.97731764008576,7.02500238222734,7.16312884608286,7.27897099506218,7.27608000190118,7.43627213526486,7.60995563971519,7.75536079013913,7.74281362252652,7.6772303798072,7.92655199065768
biomassPrice-23,4.5,4.5757561401628,4.66396645153396,4.75567500124086,4.92538722297744,4.92469728259174,5.0002484934819,5.11410365778474,5.18107117612126,5.31062318152359,5.28356099223679,5.35616054447504,5.41203961657204,5.48550995751555,5.57781286993164,5.70558568061125,5.91774663118591,5.82279264550484,5.84001304954582,5.93134885793913,5.85543558463417,6.06459132631241,6.14736462280711,6.21583639654165,6.26661220493566,6.35885035324267,6.49683404666497,6.35012945572212,6.22067609004426,6.26994995495931,6.20992836474223,6.24344075502364,6.34222682094239,6.4157738493065,6.39156364363142,6.3851350849471,6.46517481119434,6.33995717573161,6.62986055231594,6.60602813715411,6.85089251550698,6.97796215697969,7.28515032044132,7.39179722382003,7.32425834186767,7.44137702150924,7.55028492376791,7.45671868405432,7.44168365088046,7.64394708787991
biomassPrice-24,4.5,4.50940755072519,4.62994502362266,4.56137591240466,4.53787708041116,4.59643150909832,4.63122215344367,4.56037699009689,4.47624184399789,4.63792190570153,4.71555223262195,4.74310379926941,4.70038721858803,4.78244630576548,4.7390209513914,4.76471288362851,4.7762850544208,4.87581173758578,4.92350754179333,4.98493167643297,5.14761887160212,5.17875000898535,5.21377082013847,5.17825361375897,5.16504562901229,5.3284266284133,5.4105686354215,5.39419233284591,5.52768422768219,5.57133695003506,5.70090181701165,5.78259527408764,6.04501039265584,5.89128348529843,6.04456997738867,6.15813029097504,6.42431556490877,6.47179155656658,6.53548443308643,6.45861032984672,6.69702918167885,6.59534367250462,6.54272589642716,6.41033698592398,6.24447084888669,6.26706780037842,6.17935645132928,6.44894655755048,6.28698053619261,6.33575447893661
biomassPrice-25,4.5,4.46553212041737,4.55393510310655,4.65444972833601,4.81834005609998,4.87408474842171,4.88006884281552,4.94703168000683,4.94498007836291,5.12603098083414,5.1859308441919,5.20304370238684,5.09108932226781,5.15687778256028,5.29281097545614,5.2990034259834,5.33543416104648,5.41422509573356,5.44045748539237,5.6303736738105,5.6998607899219,5.75151998365155,5.82357882740743,5.85210054335802,5.8254265861344,5.8599115302712,5.81773980539526,5.98571097672179,6.05739030460242,6.11159765205059,6.32571661804279,6.38233020166934,6.53329750680322,6.72713312337232,6.97156362183453,6.88172109915191,6.81876078083713,6.97223337454551,7.10065313850953,7.06178193298098,7.18733681166077,7.07878988166845,7.01957419623018,7.1630143305113,7.2316781277523,7.15268291259774,7.40549642487932,7.57834428326394,7.6423136614471,7.71421115552204
biomassPrice-26,4.5,4.46384909313618,4.53476251814384,4.56815390533762,4.59219204498336,4.50245626170549,4.49131000322727,4.50118439350053,4.5667638959332,4.71047043438689,4.82995883979493,4.81729999643113,4.72056314933061,4.79363335972044,4.71807660090917,4.83001411994169,5.00731544482474,5.08935672156125,5.22170654094908,5.15298488092067,5.10240589226383,5.10097564134338,5.17151335494432,5.09167383803281,5.16129037645747,5.33791566908707,5.42522706005472,5.395986582791,5.47109593128684,5.48984882485517,5.36156852313057,5.28490194348007,5.4038468526156,5.30203971334742,5.38653974939239,5.43084814323189,5.31662434953957,5.35860048740672,5.38449160164908,5.48970980811354,5.63479111242158,5.54277213056273,5.70292385379711,5.8151664143709,5.8912599704667,5.7931382133501,5.74179011071736,5.93365740924616,5.96536308110246,6.03488613526183
biomassPrice-27,4.5,4.43179384804443,4.44946649927333,4.63290976374443,4.67013422499459,4.82405658241651,4.84934302119343,4.85830563748153,4.96662871401211,5.0205459368312,4.92425282728246,4.9845360898401,5.1577541124808,5.24468046402582,5.27257106872348,5.47765337535892,5.52426198205173,5.61086508799542,5.70944842020329,5.77146259469202,5.88974649438137,5.93175261356099,5.85925086918367,5.94157292071244,5.82167068574867,5.77908643008235,5.77529325698768,5.85097143470058,5.89743556481934,6.02910825902869,6.1933609279069,6.36111239016931,6.41021223508326,6.59209560306941,6.61728046709365,6.60601743840679,6.68403030648713,6.63790386571693,6.63280440577862,6.65927890173486,6.76945742291606,6.89548401467165,6.95743893367118,7.03698516215178,7.15929465526338,7.02664888046671,7.21954576147065,7.22339401893278,7.22809418104639,7.25502730371314
biomassPrice-28,4.5,4.51617504331684,4.49503252927291,4.4345676297288,4.43423750225181,4.46447454746027,4.41559616625794,4.41420200799403,4.43289554461012,4.35510062234168,4.33669235281775,4.30604551795506,4.42793373423976,4.55048224413852,4.74710777190742,4.74320891957895,4.84995230226863,4.77453428954795,4.80207260981931,4.89547000269177,5.00439886151298,5.08995406077681,5.15639026979233,5.13076899260912,5.20583697767057,5.34887546741576,5.33464472958023,5.42864862324437,5.58274506111427,5.74456795063014,5.89498458355474,5.95322758903787,6.11244992836605,6.02322371229631,5.98984756121166,5.97807785036481,5.94812467294595,6.06467714859587,6.17131700333175,6.37416455332544,6.37824391755283,6.54493865354084,6.65010819052821,6.7534074078324,7.01715330913658,7.12675867308536,7.16313342506452,7.31613152199853,7.44401716185601,7.50009741833796
biomassPrice-29,4.5,4.61977030597501,4.66296105573778,4.69113544839075,4.71938712615075,4.77025883428202,4.90663757782431,5.07672482715112,5.13969705034691,5.14837450677544,5.19124287058441,5.19616536080005,5.30930239987264,5.34719498137884,5.43931749524157,5.41824904608783,5.50822790588141,5.74744207560771,5.72987210344741,5.79194370707339,5.86286942459659,5.94243279331904,6.00195674885492,5.91047832072126,6.1440668958382,6.18173330653863,6.36135411942062,6.43202816652823,6.50773606519911,6.51955884057707,6.65026741580327,6.61300318562184,6.63557890585087,6.9496623138497,7.23503263754625,7.05968513473294,7.18583329068529,7.11196011213574,7.38410553552016,7.46375142360153,7.49525273364663,7.76434419569434,7.826499714042,8.00752429548415,8.2164977969786,8.38691449070932,8.41067564319202,8.20197525974968,8.23452466474708,8.40289436615037
biomassPrice-30,4.5,4.64648648027139,4.73273175696627,4.7207689216016,4.77564350056161,4.87985116771162,4.88798530989382,4.84911643587696,4.8861156040896,4.88734376005032,4.87526592155724,4.83778087442754,4.86178559994467,4.96560540121073,4.98688903506463,5.03913387056234,5.14744282420342,5.2054206614514,5.2931507897459,5.2189886270957,5.27606530505668,5.31925746151174,5.24255873923273,5.44310100321741,5.50938573431985,5.5625024079064,5.43738279526022,5.62328286598476,5.58123867103057,5.55506474697631,5.53321213210184,5.56996223421337,5.63572821625599,5.86233523346383,5.85020108424595,5.86689880161885,5.75569106098895,5.72296236489882,5.8380517522063,6.1021730188526,6.06446090016773,6.29665494824854,6.28896854514794,6.41643178507561,6.39270430015622,6.2318493965022,6.27158297312624,6.31217497113403,6.33186596484073,6.51173248995346
biomassPrice-31,4.5,4.4737306779697,4.42207131127433,4.42852266521046,4.57039191830638,4.55809555955719,4.55192658590629,4.65950800036939,4.74354654583212,4.85298762816875,4.90740676975839,5.0064239241262,5.03207980929564,5.04024972924965,5.12741249340721,5.19838235608992,5.36674684717037,5.48444286907532,5.44587860341415,5.61204801363613,5.56444433460125,5.50440129481541,5.55146445444037,5.60311601399122,5.57313676887183,5.7880515729576,5.79362417204887,5.776211074885,5.9057127891432,5.99935392325723,6.03517104583732,6.2512365957486,6.47552778637351,6.30412745404751,6.35568056388161,6.41076754954178,6.49889164783726,6.56897486208045,6.536938163561,6.47021060884468,6.41651434508392,6.29766161882065,6.52923854408157,6.43669231693445,6.3485066119519,6.43872410682179,6.514690259529,6.62540873236969,6.62317092382046,6.77713748505024
biomassPrice-32,4.5,4.58822506192994,4.7540400174335,4.81440301654597,4.87837062362914,4.92624377656,4.83723820358318,4.91900245747611,4.98553300715321,5.1279744008411,5.26004461428009,5.2165933210588,5.35635091531888,5.49658418185954,5.55398551999404,5.63396393806655,5.79671458551268,5.79004200683283,6.00235400233665,6.11060983782678,6.13703682074381,6.22159783739216,6.39227385992471,6.52246212613579,6.74732242779346,6.97989232242201,7.21227849197067,7.47148910479444,7.76857873822773,7.69081157527404,7.78936500786582,8.09923061878132,8.41766137133624,8.60387468775328,8.75436961967363,8.88596022563824,8.82410277589413,8.9645624225903,9.10154740802702,9.3673157308512,9.55353767907127,9.60994589334732,9.60143942361309,9.82809402177975,9.95979698257008,10.0329838043834,10.2722784863884,10.3627091456619,10.2834431560536,10.3898338950854
biomassPrice-33,4.5,4.53189381995923,4.54071337904116,4.52347229922176,4.54217128966093,4.5387334248185,4.65057319813562,4.60665866024049,4.63242657546171,4.77666887289585,4.84355637036243,4.86832561937469,4.77898327335356,4.93070881654514,5.0643337035428,5.03493639543859,5.27407609629547,5.28206300996405,5.44201015616156,5.51539431340102,5.54239810698216,5.64388973882407,5.77786871525582,5.86923378219836,5.76034342937188,5.87407335649282,5.92612817109911,6.11162061442724,6.23963093668151,6.40293610088148,6.35728170216336,6.38710505468639,6.28930007752581,6.16627499470838,6.09150140226829,6.34831563794421,6.39228265003438,6.38006836479506,6.34037307336373,6.20107674736364,6.24501016363333,6.29911656529983,6.45073914092597,6.43404828962412,6.42790633869845,6.60196911898296,6.51821457676901,6.65783949427071,6.65400272802475,6.63231552764085
